顧客ID,DATE,大分類,中分類,商品コード,数量,単価,小計
142331,2025-09-14,"日配品・冷凍食品","カップアイス",9915013,1,131,131
142331,2025-09-25,"日配品・冷凍食品","カップアイス",9915013,1,131,131
142336,2025-09-11,"コーヒー","アイスコーヒー",9902879,1,210,210
142336,2025-09-11,"パン・デザート","タルト",9902977,1,153,153
142336,2025-09-30,"コーヒー","アイスコーヒー",9902878,1,196,196
142337,2025-09-26,"ホットスナック","チキン",9902412,5,593,2965
142337,2025-09-26,"ホットスナック","チキン",9924741,1,314,314
142337,2025-09-26,"パン・デザート","シュークリーム",9915960,1,110,110
142337,2025-09-26,"パン・デザート","菓子パン",9900269,5,456,2280
142337,2025-09-26,"コンビニウェア・日用品","靴下",9905230,2,127,254
142340,2025-09-08,"日配品・冷凍食品","カップアイス",9900229,1,590,590
142340,2025-09-08,"日配品・冷凍食品","カップアイス",9900318,1,98,98
142345,2025-09-25,"日配品・冷凍食品","カップアイス",9900022,1,133,133
142348,2025-09-11,"パン・デザート","サンドイッチ",9900769,3,900,2700
142348,2025-09-11,"パン・デザート","サンドイッチ",9903004,3,640,1920
142354,2025-09-01,"ホットスナック","チキン",9901007,1,340,340
142354,2025-09-01,"ホットスナック","チキン",9909231,1,913,913
142361,2025-09-02,"パン・デザート","プリン",9911701,2,209,418
142361,2025-09-30,"コーヒー","ブレンドコーヒー",9900830,1,530,530
142362,2025-09-16,"コーヒー","ブレンドコーヒー",9900830,1,530,530
142367,2025-09-28,"飲料・お酒","清涼飲料",9900303,1,387,387
142367,2025-09-28,"コンビニウェア・日用品","靴下",9900208,2,178,356
142369,2025-09-02,"飲料・お酒","清涼飲料",9900354,1,448,448
142371,2025-09-06,"ホットスナック","チキン",9900770,4,418,1672
142371,2025-09-06,"ホットスナック","チキン",9902738,3,491,1473
142371,2025-09-06,"お弁当・おむすび","ドリア",9907005,1,116,116
142371,2025-09-06,"日配品・冷凍食品","カップアイス",9900229,2,560,1120
142371,2025-09-13,"ホットスナック","チキン",9900770,6,359,2154
142371,2025-09-13,"コーヒー","ブレンドコーヒー",9903558,1,135,135
142371,2025-09-13,"日配品・冷凍食品","カップアイス",9900229,2,560,1120
142371,2025-09-26,"お弁当・おむすび","直巻きおにぎり",9940225,1,183,183
142371,2025-09-26,"お弁当・おむすび","定番弁当",9913879,2,256,512
142371,2025-09-26,"飲料・お酒","チューハイ",9916428,5,122,610
142371,2025-09-26,"飲料・お酒","缶コーヒー",9916606,2,307,614
142371,2025-09-26,"コーヒー","アイスコーヒー",9919980,2,166,332
142371,2025-09-26,"パン・デザート","菓子パン",9940232,1,101,101
142371,2025-09-26,"コーヒー","ブレンドコーヒー",9903744,1,183,183
142371,2025-09-30,"飲料・お酒","チューハイ",9907506,4,263,1052
142371,2025-09-30,"飲料・お酒","清涼飲料",9924763,1,649,649
142371,2025-09-30,"パン・デザート","シュークリーム",9908350,4,300,1200
142371,2025-09-30,"日配品・冷凍食品","カップアイス",9911248,2,165,330
142371,2025-09-30,"コンビニウェア・日用品","靴下",9901922,1,84,84
142371,2025-09-30,"コンビニウェア・日用品","ノート",9900849,2,129,258
142372,2025-09-22,"日配品・冷凍食品","カップアイス",9900229,2,590,1180
142374,2025-09-01,"日配品・冷凍食品","カップアイス",9907993,1,430,430
142374,2025-09-01,"日配品・冷凍食品","カップアイス",9900230,5,238,1190
142374,2025-09-01,"コンビニウェア・日用品","靴下",9900856,5,118,590
142374,2025-09-02,"日配品・冷凍食品","カップアイス",9904891,1,168,168
142374,2025-09-02,"コーヒー","ブレンドコーヒー",9902157,1,118,118
142374,2025-09-03,"パン・デザート","惣菜パン",9910745,1,300,300
142374,2025-09-04,"飲料・お酒","清涼飲料",9900532,5,178,890
142374,2025-09-04,"日配品・冷凍食品","カップアイス",9902252,5,270,1350
142374,2025-09-07,"パン・デザート","タルト",9901752,1,280,280
142374,2025-09-08,"飲料・お酒","清涼飲料",9900417,5,108,540
142374,2025-09-08,"日配品・冷凍食品","カップアイス",9908609,2,121,242
142374,2025-09-09,"お弁当・おむすび","直巻きおにぎり",9901259,1,479,479
142374,2025-09-09,"パン・デザート","サンドイッチ",9915562,1,122,122
142374,2025-09-10,"コーヒー","アイスカフェラテ",9918040,2,877,1754
142374,2025-09-10,"日配品・冷凍食品","カップアイス",9908609,2,121,242
142374,2025-09-11,"パン・デザート","サンドイッチ",9911911,2,877,1754
142374,2025-09-15,"日配品・冷凍食品","カップアイス",9915240,1,177,177
142374,2025-09-15,"日配品・冷凍食品","カップアイス",9905746,1,430,430
142374,2025-09-16,"飲料・お酒","清涼飲料",9909529,1,327,327
142374,2025-09-16,"コーヒー","ブレンドコーヒー",9919488,1,152,152
142374,2025-09-16,"コーヒー","ブレンドコーヒー",9915327,1,166,166
142374,2025-09-22,"飲料・お酒","清涼飲料",9900532,1,178,178
142374,2025-09-22,"コンビニウェア・日用品","靴下",9902455,1,131,131
142374,2025-09-22,"コンビニウェア・日用品","靴下",9900856,1,118,118
142374,2025-09-24,"パン・デザート","ケーキ",9900971,1,120,120
142374,2025-09-24,"コーヒー","ブレンドコーヒー",9900954,2,147,294
142374,2025-09-24,"コンビニウェア・日用品","靴下",9900208,1,198,198
142374,2025-09-24,"コンビニウェア・日用品","靴下",9911522,1,121,121
142374,2025-09-25,"パン・デザート","シュークリーム",9928423,1,762,762
142374,2025-09-28,"飲料・お酒","チューハイ",9901894,1,315,315
142374,2025-09-30,"パン・デザート","プリン",9904264,5,310,1550
142374,2025-09-30,"日配品・冷凍食品","カップアイス",9907183,2,608,1216
142374,2025-09-30,"コンビニウェア・日用品","除菌グッズ",9902098,1,262,262
142375,2025-09-29,"日配品・冷凍食品","カップアイス",9900229,1,590,590
142376,2025-09-04,"パン・デザート","どら焼き",9933786,2,405,810
142376,2025-09-28,"コーヒー","アイスコーヒー",9901453,5,105,525
142376,2025-09-28,"パン・デザート","パフェ",9940236,1,262,262
142376,2025-09-28,"パン・デザート","どら焼き",9912099,2,554,1108
142377,2025-09-08,"日配品・冷凍食品","バナナ",9905349,3,100,300
142380,2025-09-23,"飲料・お酒","チューハイ",9900248,2,245,490
142380,2025-09-28,"飲料・お酒","チューハイ",9904010,1,320,320
142381,2025-09-11,"お弁当・おむすび","ボリューム丼",9901164,4,680,2720
142381,2025-09-11,"パン・デザート","惣菜パン",9914688,2,212,424
142381,2025-09-11,"パン・デザート","プリン",9906399,4,125,500
142381,2025-09-11,"パン・デザート","惣菜パン",9904310,1,140,140
142382,2025-09-18,"コンビニウェア・日用品","靴下",9900208,3,198,594
142389,2025-09-02,"飲料・お酒","清涼飲料",9900299,2,180,360
142389,2025-09-04,"ホットスナック","チキン",9900453,5,196,980
142389,2025-09-04,"コーヒー","ブレンドコーヒー",9900168,2,123,246
142389,2025-09-04,"コーヒー","ブレンドコーヒー",9924002,1,540,540
142389,2025-09-16,"コンビニウェア・日用品","靴下",9904062,1,397,397
142389,2025-09-16,"コンビニウェア・日用品","靴下",9901566,1,794,794
142389,2025-09-21,"飲料・お酒","ハイボール",9918992,2,446,892
142389,2025-09-21,"日配品・冷凍食品","カップアイス",9905274,2,115,230
142389,2025-09-21,"コーヒー","ブレンドコーヒー",9904378,2,780,1560
142391,2025-09-09,"コンビニウェア・日用品","靴下",9900368,1,220,220
142391,2025-09-17,"コンビニウェア・日用品","靴下",9902838,4,292,1168
142392,2025-09-16,"パン・デザート","惣菜パン",9907563,1,180,180
142392,2025-09-16,"パン・デザート","ケーキ",9901083,1,144,144
142393,2025-09-08,"飲料・お酒","清涼飲料",9900353,2,314,628
142393,2025-09-08,"パン・デザート","どら焼き",9903413,6,360,2160
142393,2025-09-08,"日配品・冷凍食品","カップアイス",9903595,8,480,3840
142393,2025-09-25,"パン・デザート","サンドイッチ",9900093,1,117,117
142393,2025-09-25,"日配品・冷凍食品","カップアイス",9903595,4,480,1920
142393,2025-09-25,"コーヒー","ブレンドコーヒー",9922434,5,840,4200
142395,2025-09-14,"パン・デザート","パフェ",9928189,2,576,1152
142395,2025-09-14,"コンビニウェア・日用品","除菌グッズ",9922996,1,143,143
142397,2025-09-01,"パン・デザート","パフェ",9901786,1,285,285
142397,2025-09-01,"日配品・冷凍食品","カップアイス",9909590,1,398,398
142397,2025-09-01,"コーヒー","ブレンドコーヒー",9900232,5,220,1100
142397,2025-09-07,"コンビニウェア・日用品","靴下",9900172,1,398,398
142397,2025-09-11,"パン・デザート","惣菜パン",9910835,1,304,304
142397,2025-09-11,"パン・デザート","惣菜パン",9903705,1,304,304
142397,2025-09-11,"パン・デザート","惣菜パン",9909359,1,304,304
142400,2025-09-12,"コンビニウェア・日用品","靴下",9900171,1,151,151
142402,2025-09-23,"日配品・冷凍食品","カップアイス",9910525,1,542,542
142407,2025-09-16,"コーヒー","アイスコーヒー",9905706,4,300,1200
142408,2025-09-12,"コンビニウェア・日用品","靴下",9900171,1,151,151
142410,2025-09-14,"飲料・お酒","清涼飲料",9903291,2,813,1626
142410,2025-09-14,"コンビニウェア・日用品","靴下",9900171,1,155,155
142410,2025-09-18,"日配品・冷凍食品","カップアイス",9900022,1,148,148
142412,2025-09-23,"パン・デザート","パフェ",9900190,3,398,1194
142412,2025-09-23,"パン・デザート","パフェ",9900195,5,398,1990
142412,2025-09-29,"パン・デザート","ケーキ",9917431,1,750,750
142414,2025-09-17,"お弁当・おむすび","定番弁当",9906085,3,132,396
142417,2025-09-16,"お弁当・おむすび","ボリューム丼",9919920,2,138,276
142417,2025-09-16,"パン・デザート","プリン",9908394,2,850,1700
142417,2025-09-16,"コーヒー","ブレンドコーヒー",9901997,1,300,300
142417,2025-09-16,"コンビニウェア・日用品","靴下",9903702,1,156,156
142419,2025-09-14,"パン・デザート","パフェ",9900738,3,140,420
142419,2025-09-22,"パン・デザート","シュークリーム",9909709,1,222,222
142419,2025-09-22,"パン・デザート","シュークリーム",9931595,3,210,630
142419,2025-09-22,"パン・デザート","シュークリーム",9929217,2,210,420
142419,2025-09-22,"パン・デザート","プリン",9936301,2,170,340
142419,2025-09-22,"パン・デザート","シュークリーム",9934661,6,210,1260
142419,2025-09-22,"パン・デザート","シュークリーム",9924228,3,210,630
142419,2025-09-22,"パン・デザート","シュークリーム",9934660,2,210,420
142419,2025-09-22,"日配品・冷凍食品","カップアイス",9939365,2,193,386
142419,2025-09-22,"日配品・冷凍食品","カップアイス",9938832,1,193,193
142419,2025-09-22,"日配品・冷凍食品","カップアイス",9938833,4,193,772
142420,2025-09-06,"コーヒー","ブレンドコーヒー",9900905,4,360,1440
142420,2025-09-11,"パン・デザート","どら焼き",9903944,1,100,100
142420,2025-09-11,"日配品・冷凍食品","カップアイス",9912516,1,203,203
142420,2025-09-11,"日配品・冷凍食品","カップアイス",9915624,1,218,218
142420,2025-09-16,"日配品・冷凍食品","カップアイス",9905222,1,174,174
142420,2025-09-16,"コーヒー","ブレンドコーヒー",9913493,1,100,100
142420,2025-09-16,"日配品・冷凍食品","カップアイス",9929766,1,210,210
142420,2025-09-16,"日配品・冷凍食品","カップアイス",9911769,1,242,242
142420,2025-09-16,"コンビニウェア・日用品","除菌グッズ",9900371,4,405,1620
142422,2025-09-15,"パン・デザート","シュークリーム",9902694,3,350,1050
142422,2025-09-15,"コンビニウェア・日用品","靴下",9927007,1,320,320
142424,2025-09-08,"日配品・冷凍食品","カップアイス",9900318,1,94,94
142424,2025-09-08,"コンビニウェア・日用品","除菌グッズ",9900362,1,180,180
142424,2025-09-21,"お弁当・おむすび","直巻きおにぎり",9940266,2,507,1014
142427,2025-09-24,"コンビニウェア・日用品","靴下",9900208,2,198,396
142433,2025-09-01,"日配品・冷凍食品","カップアイス",9904997,2,212,424
142437,2025-09-04,"飲料・お酒","清涼飲料",9900353,1,449,449
142437,2025-09-05,"飲料・お酒","清涼飲料",9900295,1,181,181
142437,2025-09-05,"コンビニウェア・日用品","靴下",9902614,1,188,188
142437,2025-09-05,"コンビニウェア・日用品","靴下",9901460,1,188,188
142437,2025-09-09,"パン・デザート","惣菜パン",9900491,1,135,135
142437,2025-09-11,"パン・デザート","パフェ",9900607,1,350,350
142437,2025-09-15,"飲料・お酒","清涼飲料",9900295,1,190,190
142437,2025-09-16,"パン・デザート","パフェ",9900607,1,350,350
142437,2025-09-16,"パン・デザート","プリン",9923342,5,666,3330
142437,2025-09-18,"飲料・お酒","清涼飲料",9900295,1,190,190
142437,2025-09-18,"日配品・冷凍食品","カップアイス",9900318,1,94,94
142437,2025-09-19,"コンビニウェア・日用品","靴下",9902949,1,361,361
142437,2025-09-22,"パン・デザート","パフェ",9915319,1,410,410
142437,2025-09-24,"飲料・お酒","清涼飲料",9900295,1,190,190
142437,2025-09-24,"パン・デザート","パフェ",9900607,1,304,304
142437,2025-09-24,"日配品・冷凍食品","カップアイス",9900318,1,85,85
142437,2025-09-24,"コンビニウェア・日用品","靴下",9902949,1,380,380
142437,2025-09-29,"日配品・冷凍食品","カップアイス",9901579,1,138,138
142437,2025-09-29,"コンビニウェア・日用品","靴下",9902949,1,380,380
142439,2025-09-04,"パン・デザート","パフェ",9900449,2,320,640
142439,2025-09-25,"パン・デザート","パフェ",9900449,2,300,600
142444,2025-09-04,"コンビニウェア・日用品","靴下",9900172,1,388,388
142446,2025-09-01,"パン・デザート","惣菜パン",9900315,5,750,3750
142446,2025-09-01,"コンビニウェア・日用品","靴下",9906125,1,343,343
142446,2025-09-01,"コンビニウェア・日用品","靴下",9900198,1,398,398
142447,2025-09-07,"飲料・お酒","清涼飲料",9909275,1,323,323
142447,2025-09-19,"パン・デザート","タルト",9908480,5,200,1000
142447,2025-09-19,"コンビニウェア・日用品","靴下",9906045,1,106,106
142454,2025-09-18,"コンビニウェア・日用品","靴下",9900208,5,198,990
142456,2025-09-16,"パン・デザート","ケーキ",9901010,2,115,230
142457,2025-09-15,"飲料・お酒","清涼飲料",9905151,1,262,262
142457,2025-09-15,"日配品・冷凍食品","カップアイス",9900388,3,169,507
142457,2025-09-15,"コンビニウェア・日用品","靴下",9906369,1,116,116
142457,2025-09-30,"パン・デザート","惣菜パン",9915218,1,180,180
142459,2025-09-02,"コンビニウェア・日用品","靴下",9900171,1,159,159
142459,2025-09-03,"パン・デザート","シュークリーム",9900181,1,100,100
142459,2025-09-03,"パン・デザート","サンドイッチ",9900281,1,158,158
142468,2025-09-22,"パン・デザート","どら焼き",9911683,1,689,689
142468,2025-09-25,"飲料・お酒","缶ビール",9910322,1,458,458
142468,2025-09-25,"パン・デザート","プリン",9902334,1,334,334
142471,2025-09-12,"コンビニウェア・日用品","除菌グッズ",9900215,1,228,228
142471,2025-09-12,"コンビニウェア・日用品","靴下",9900172,1,378,378
142471,2025-09-23,"お弁当・おむすび","直巻きおにぎり",9909737,2,288,576
142472,2025-09-07,"コンビニウェア・日用品","靴下",9900358,1,198,198
142472,2025-09-07,"コンビニウェア・日用品","靴下",9901145,1,198,198
142472,2025-09-07,"コンビニウェア・日用品","靴下",9902838,2,292,584
142472,2025-09-26,"ホットスナック","チキン",9900770,6,418,2508
142472,2025-09-26,"日配品・冷凍食品","カップアイス",9903548,6,599,3594
142475,2025-09-18,"飲料・お酒","清涼飲料",9900634,1,495,495
142479,2025-09-21,"コーヒー","アイスコーヒー",9902888,5,585,2925
142479,2025-09-23,"パン・デザート","惣菜パン",9912059,1,283,283
142479,2025-09-23,"パン・デザート","タルト",9902471,3,738,2214
142479,2025-09-23,"コーヒー","アイスコーヒー",9901362,2,620,1240
142485,2025-09-02,"日配品・冷凍食品","カップアイス",9902232,1,324,324
142485,2025-09-07,"パン・デザート","プリン",9912027,1,120,120
142485,2025-09-07,"パン・デザート","シュークリーム",9905543,5,498,2490
142485,2025-09-07,"パン・デザート","惣菜パン",9929857,1,103,103
142485,2025-09-10,"パン・デザート","パフェ",9902991,1,240,240
142485,2025-09-11,"ホットスナック","チキン",9903230,3,196,588
142485,2025-09-11,"日配品・冷凍食品","カップアイス",9902252,5,270,1350
142485,2025-09-13,"お弁当・おむすび","惣菜おにぎり",9922971,1,753,753
142485,2025-09-13,"日配品・冷凍食品","カップアイス",9901332,5,700,3500
142485,2025-09-13,"コーヒー","ブレンドコーヒー",9900089,1,490,490
142485,2025-09-13,"コーヒー","ブレンドコーヒー",9935888,1,641,641
142485,2025-09-14,"お弁当・おむすび","定番弁当",9940306,1,219,219
142485,2025-09-14,"コーヒー","ブレンドコーヒー",9940308,1,190,190
142485,2025-09-16,"コンビニウェア・日用品","靴下",9905172,1,107,107
142485,2025-09-17,"お弁当・おむすび","定番弁当",9903061,1,450,450
142485,2025-09-21,"お弁当・おむすび","ガツうまおにぎり",9900013,1,398,398
142485,2025-09-21,"パン・デザート","パフェ",9900998,2,520,1040
142485,2025-09-21,"パン・デザート","パフェ",9902991,1,198,198
142485,2025-09-21,"パン・デザート","惣菜パン",9900078,1,210,210
142485,2025-09-21,"日配品・冷凍食品","カップアイス",9900884,1,94,94
142485,2025-09-22,"パン・デザート","プリン",9912515,1,815,815
142485,2025-09-23,"飲料・お酒","清涼飲料",9901155,1,180,180
142485,2025-09-23,"コンビニウェア・日用品","靴下",9907254,1,147,147
142485,2025-09-27,"パン・デザート","惣菜パン",9914865,1,769,769
142488,2025-09-18,"パン・デザート","ケーキ",9901010,8,115,920
142488,2025-09-18,"パン・デザート","ケーキ",9901083,1,144,144
142488,2025-09-25,"パン・デザート","パフェ",9900449,1,300,300
142488,2025-09-27,"飲料・お酒","清涼飲料",9907892,1,143,143
142488,2025-09-27,"飲料・お酒","清涼飲料",9900299,1,171,171
142488,2025-09-27,"コンビニウェア・日用品","靴下",9900171,1,151,151
142488,2025-09-27,"コンビニウェア・日用品","靴下",9900198,8,368,2944
142488,2025-09-27,"コンビニウェア・日用品","靴下",9901320,1,209,209
142489,2025-09-17,"ホットスナック","チキン",9908282,1,338,338
142489,2025-09-17,"日配品・冷凍食品","カップアイス",9909914,1,157,157
142489,2025-09-17,"コンビニウェア・日用品","靴下",9900172,1,398,398
142497,2025-09-23,"パン・デザート","シュークリーム",9900650,5,360,1800
142501,2025-09-15,"コンビニウェア・日用品","靴下",9900171,1,155,155
142505,2025-09-15,"コンビニウェア・日用品","靴下",9901566,1,794,794
142507,2025-09-17,"飲料・お酒","清涼飲料",9900295,1,190,190
142507,2025-09-17,"パン・デザート","惣菜パン",9905458,1,661,661
142507,2025-09-17,"日配品・冷凍食品","カップアイス",9905593,5,348,1740
142508,2025-09-02,"パン・デザート","プリン",9909122,1,220,220
142508,2025-09-02,"コンビニウェア・日用品","靴下",9903156,1,198,198
142509,2025-09-02,"コーヒー","アイスカフェラテ",9903746,1,475,475
142509,2025-09-02,"パン・デザート","パフェ",9905842,1,240,240
142509,2025-09-25,"飲料・お酒","缶コーヒー",9903918,1,765,765
142509,2025-09-25,"コーヒー","アイスコーヒー",9903328,1,185,185
142510,2025-09-12,"コンビニウェア・日用品","ノート",9905850,4,475,1900
142510,2025-09-15,"日配品・冷凍食品","カップアイス",9901779,1,288,288
142512,2025-09-07,"飲料・お酒","清涼飲料",9909275,1,323,323
142512,2025-09-07,"コンビニウェア・日用品","靴下",9900172,1,398,398
142514,2025-09-06,"パン・デザート","惣菜パン",9902251,1,209,209
142514,2025-09-06,"日配品・冷凍食品","カップアイス",9909613,1,253,253
142514,2025-09-06,"日配品・冷凍食品","カップアイス",9916074,1,199,199
142514,2025-09-06,"コンビニウェア・日用品","靴下",9902632,1,188,188
142516,2025-09-18,"飲料・お酒","清涼飲料",9900295,2,190,380
142521,2025-09-02,"パン・デザート","サンドイッチ",9911947,1,258,258
142521,2025-09-02,"日配品・冷凍食品","カップアイス",9908279,1,165,165
142521,2025-09-10,"お弁当・おむすび","ボリューム丼",9914358,1,350,350
142521,2025-09-16,"パン・デザート","プリン",9909805,1,230,230
142521,2025-09-16,"コーヒー","アイスコーヒー",9901187,1,270,270
142521,2025-09-30,"パン・デザート","サンドイッチ",9904333,1,144,144
142521,2025-09-30,"日配品・冷凍食品","カップアイス",9900886,1,292,292
142521,2025-09-30,"日配品・冷凍食品","カップアイス",9908279,1,165,165
142522,2025-09-09,"コンビニウェア・日用品","靴下",9901543,1,495,495
142522,2025-09-24,"パン・デザート","ケーキ",9901428,1,498,498
142524,2025-09-07,"パン・デザート","ケーキ",9917167,1,870,870
142530,2025-09-04,"パン・デザート","サンドイッチ",9902972,1,53,53
142530,2025-09-04,"日配品・冷凍食品","カップアイス",9900223,2,149,298
142530,2025-09-04,"コンビニウェア・日用品","靴下",9900196,3,358,1074
142530,2025-09-10,"コーヒー","アイスコーヒー",9906195,5,400,2000
142530,2025-09-10,"コンビニウェア・日用品","靴下",9900594,1,270,270
142530,2025-09-10,"コンビニウェア・日用品","靴下",9900306,1,270,270
142530,2025-09-25,"パン・デザート","惣菜パン",9909359,3,304,912
142530,2025-09-30,"飲料・お酒","清涼飲料",9901155,2,169,338
142530,2025-09-30,"パン・デザート","サンドイッチ",9902898,5,700,3500
142533,2025-09-27,"お弁当・おむすび","直巻きおにぎり",9904133,1,166,166
142534,2025-09-10,"日配品・冷凍食品","カップアイス",9900318,1,94,94
142537,2025-09-14,"日配品・冷凍食品","カップアイス",9901058,1,117,117
142537,2025-09-14,"日配品・冷凍食品","カップアイス",9902663,1,228,228
142537,2025-09-17,"日配品・冷凍食品","カップアイス",9903550,2,534,1068
142537,2025-09-17,"日配品・冷凍食品","カップアイス",9904217,2,549,1098
142537,2025-09-17,"コンビニウェア・日用品","除菌グッズ",9903868,2,203,406
142537,2025-09-17,"コンビニウェア・日用品","除菌グッズ",9907592,1,274,274
142537,2025-09-17,"コンビニウェア・日用品","ティッシュ",9922362,1,595,595
142537,2025-09-17,"コンビニウェア・日用品","除菌グッズ",9917023,2,206,412
142537,2025-09-17,"コンビニウェア・日用品","ティッシュ",9910788,1,316,316
142540,2025-09-11,"コンビニウェア・日用品","靴下",9900171,1,159,159
142542,2025-09-17,"コーヒー","アイスコーヒー",9902157,1,112,112
142542,2025-09-17,"パン・デザート","惣菜パン",9909221,2,680,1360
142545,2025-09-11,"パン・デザート","パフェ",9900707,1,297,297
142545,2025-09-11,"コンビニウェア・日用品","除菌グッズ",9900362,1,180,180
142547,2025-09-19,"飲料・お酒","清涼飲料",9900303,1,402,402
142547,2025-09-22,"パン・デザート","パフェ",9907856,2,178,356
142549,2025-09-08,"パン・デザート","シュークリーム",9900181,1,100,100
142549,2025-09-08,"コンビニウェア・日用品","靴下",9900208,1,198,198
142552,2025-09-09,"お弁当・おむすび","直巻きおにぎり",9913844,4,526,2104
142552,2025-09-09,"コンビニウェア・日用品","靴下",9903137,1,276,276
142552,2025-09-12,"パン・デザート","どら焼き",9940415,1,135,135
142552,2025-09-12,"コンビニウェア・日用品","靴下",9901297,1,100,100
142552,2025-09-17,"ホットスナック","チキン",9900655,1,431,431
142552,2025-09-17,"飲料・お酒","チューハイ",9911520,2,289,578
142552,2025-09-17,"飲料・お酒","清涼飲料",9900200,2,700,1400
142557,2025-09-21,"お弁当・おむすび","おかずセットおにぎり",9927869,1,588,588
142557,2025-09-21,"パン・デザート","菓子パン",9940436,1,490,490
142560,2025-09-11,"お弁当・おむすび","定番弁当",9900488,5,262,1310
142560,2025-09-11,"パン・デザート","パフェ",9900607,3,350,1050
142560,2025-09-11,"パン・デザート","どら焼き",9940439,1,370,370
142561,2025-09-08,"コンビニウェア・日用品","靴下",9903702,1,156,156
142561,2025-09-08,"コンビニウェア・日用品","靴下",9903205,5,248,1240
142562,2025-09-07,"お弁当・おむすび","ガツうまおにぎり",9900307,5,288,1440
142562,2025-09-07,"パン・デザート","どら焼き",9907071,3,370,1110
142562,2025-09-14,"飲料・お酒","清涼飲料",9901286,3,105,315
142562,2025-09-22,"飲料・お酒","清涼飲料",9900475,1,290,290
142562,2025-09-22,"日配品・冷凍食品","カップアイス",9900318,1,85,85
142562,2025-09-22,"コンビニウェア・日用品","靴下",9900208,2,198,396
142562,2025-09-24,"飲料・お酒","清涼飲料",9919511,5,569,2845
142562,2025-09-24,"パン・デザート","ケーキ",9907195,2,580,1160
142562,2025-09-24,"コンビニウェア・日用品","靴下",9904135,5,892,4460
142562,2025-09-28,"コンビニウェア・日用品","靴下",9900208,6,178,1068
142562,2025-09-28,"コンビニウェア・日用品","靴下",9905656,2,153,306
142562,2025-09-29,"パン・デザート","どら焼き",9906727,1,378,378
142565,2025-09-10,"パン・デザート","タルト",9900759,4,790,3160
142568,2025-09-29,"パン・デザート","どら焼き",9940443,1,260,260
142568,2025-09-29,"パン・デザート","パフェ",9911372,1,260,260
142570,2025-09-05,"日配品・冷凍食品","カップアイス",9900318,1,89,89
142571,2025-09-12,"パン・デザート","惣菜パン",9903369,1,798,798
142578,2025-09-04,"パン・デザート","サンドイッチ",9931603,1,499,499
142578,2025-09-21,"パン・デザート","サンドイッチ",9902047,1,131,131
142579,2025-09-05,"ホットスナック","チキン",9904122,1,765,765
142580,2025-09-07,"お弁当・おむすび","直巻きおにぎり",9902975,3,380,1140
142580,2025-09-07,"飲料・お酒","天然水",9901203,1,320,320
142580,2025-09-23,"飲料・お酒","天然水",9901203,1,304,304
142580,2025-09-23,"パン・デザート","サンドイッチ",9900347,1,77,77
142585,2025-09-07,"パン・デザート","惣菜パン",9905590,5,400,2000
142585,2025-09-28,"パン・デザート","惣菜パン",9905590,3,400,1200
142585,2025-09-28,"コンビニウェア・日用品","靴下",9900171,1,159,159
142588,2025-09-09,"飲料・お酒","清涼飲料",9903474,2,309,618
142593,2025-09-02,"飲料・お酒","清涼飲料",9900203,1,400,400
142593,2025-09-02,"飲料・お酒","清涼飲料",9900202,1,400,400
142593,2025-09-09,"コーヒー","アイスコーヒー",9903302,1,398,398
142596,2025-09-23,"飲料・お酒","清涼飲料",9900200,5,630,3150
142599,2025-09-29,"コンビニウェア・日用品","靴下",9900171,1,159,159
142600,2025-09-12,"ホットスナック","チキン",9900842,1,332,332
142600,2025-09-12,"日配品・冷凍食品","カップアイス",9909610,1,253,253
142600,2025-09-12,"日配品・冷凍食品","カップアイス",9902533,2,175,350
142600,2025-09-12,"日配品・冷凍食品","カップアイス",9909609,1,184,184
142600,2025-09-12,"日配品・冷凍食品","カップアイス",9902724,1,199,199
142606,2025-09-02,"日配品・冷凍食品","カップアイス",9900164,2,920,1840
142606,2025-09-14,"飲料・お酒","チューハイ",9904626,2,320,640
142606,2025-09-16,"ホットスナック","チキン",9901159,1,124,124
142606,2025-09-21,"ホットスナック","中華まん",9901665,1,424,424
142606,2025-09-21,"コンビニウェア・日用品","靴下",9914163,1,119,119
142609,2025-09-28,"お弁当・おむすび","ボリューム丼",9901164,4,680,2720
142609,2025-09-28,"お弁当・おむすび","直巻きおにぎり",9905475,2,890,1780
142609,2025-09-28,"パン・デザート","惣菜パン",9900897,2,920,1840
142609,2025-09-28,"パン・デザート","ケーキ",9903450,3,390,1170
142609,2025-09-28,"コーヒー","ブレンドコーヒー",9900699,3,756,2268
142609,2025-09-28,"日配品・冷凍食品","カップアイス",9905492,2,515,1030
142609,2025-09-28,"日配品・冷凍食品","カップアイス",9905493,2,654,1308
142611,2025-09-03,"パン・デザート","シュークリーム",9900227,4,650,2600
142611,2025-09-23,"お弁当・おむすび","ガツうまおにぎり",9900013,1,398,398
142611,2025-09-23,"コンビニウェア・日用品","靴下",9912554,3,429,1287
142612,2025-09-03,"飲料・お酒","清涼飲料",9901830,2,590,1180
142612,2025-09-03,"飲料・お酒","清涼飲料",9911865,8,107,856
142612,2025-09-03,"コンビニウェア・日用品","靴下",9900208,2,198,396
142612,2025-09-28,"飲料・お酒","清涼飲料",9900726,1,120,120
142612,2025-09-28,"パン・デザート","シュークリーム",9900217,1,698,698
142616,2025-09-28,"コンビニウェア・日用品","靴下",9900208,2,178,356
