顧客番号,DATE,Page,大分類,滞在秒数
2918263,2021-01-21,"/sv/bookkeeper?","カテゴリE",94.179
2918263,2021-03-09,"/sv/publisher","カテゴリA",138.214
2918263,2021-03-16,"/sv/browser?","カテゴリG",138.400
2918863,2021-02-10,"/sv/browser","カテゴリD",15.831
2918863,2021-02-10,"/sv/viewer?","カテゴリB",200.202
2918863,2021-02-27,"/sv/browser?","カテゴリG",115.358
2918863,2021-04-22,"/sv/logout?","カテゴリD",55.323
2918863,2021-04-22,"/sv/viewer?","カテゴリB",9.164
2918863,2021-05-21,"/sv/bookkeeper?","カテゴリE",23.636
2918863,2021-09-29,"/sv/browser?","カテゴリG",101.486
2928450,2021-04-17,"/sv/bookkeeper?","カテゴリE",69.763
2928450,2021-10-06,"/sv/browser?","カテゴリG",59.403
2928450,2021-04-21,"/sv/bookkeeper/","カテゴリD",36.146
2928450,2021-04-21,"/sv/bookkeeper?","カテゴリE",106.015
2928450,2021-06-29,"/sv/browser","カテゴリD",11.064
2928450,2021-06-29,"/sv/browser","カテゴリD",21.342
2928450,2021-07-20,"/sv/bookkeeper?","カテゴリE",32.929
2928450,2021-07-20,"/sv/bookkeeper?","カテゴリE",115.277
2928450,2021-08-14,"/sv/client?","カテゴリF",72.062
2935743,2021-02-12,"/sv/viewer?","カテゴリB",19.172
2935743,2021-01-08,"/sv/viewer?","カテゴリB",118.085
2935743,2021-02-05,"/sv/viewer?","カテゴリB",9.279
2935743,2021-02-09,"/sv/viewer?","カテゴリB",6.871
2935743,2021-02-23,"/sv/viewer?","カテゴリB",24.530
2935743,2021-03-12,"/sv/viewer?","カテゴリB",110.371
2935743,2021-03-12,"/sv/viewer?","カテゴリB",35.582
2935743,2021-03-16,"/sv/viewer?","カテゴリB",40.087
2935743,2021-03-16,"/sv/viewer?","カテゴリB",49.863
2935743,2021-03-16,"/sv/viewer?","カテゴリB",18.281
2935743,2021-03-19,"/sv/viewer?","カテゴリB",13.872
2935743,2021-03-19,"/sv/viewer?","カテゴリB",43.007
2939087,2021-01-21,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",62.162
2939087,2021-01-21,"/sv/client?","カテゴリF",21.145
2939087,2021-01-21,"/sv/bookkeeper/","カテゴリD",223.524
2939087,2021-01-21,"/sv/bookkeeper/","カテゴリD",183.169
2942285,2021-03-15,"/sv/bookkeeper/","カテゴリD",130.879
2942285,2021-01-01,"/sv/bookkeeper?","カテゴリE",99.142
2942285,2021-01-01,"/sv/bookkeeper?","カテゴリE",47.081
2942285,2021-03-15,"/sv/","カテゴリB",50.682
2942285,2021-03-15,"/sv/","カテゴリB",12.216
2948702,2021-01-20,"/sv/browser?","カテゴリG",77.825
2948702,2021-01-15,"/sv/browser","カテゴリD",30.024
2948702,2021-01-15,"/sv/bookkeeper?","カテゴリE",55.302
2948702,2021-01-20,"/sv/bookkeeper?","カテゴリE",77.289
2948702,2021-04-14,"/sv/bookkeeper","カテゴリF",26.342
2948702,2021-04-23,"/sv/bookkeeper?","カテゴリE",140.219
2948889,2021-01-06,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",10.294
2948889,2021-01-20,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",30.209
2948889,2021-02-10,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",42.829
2948889,2021-03-05,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",20.730
2948889,2021-04-20,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",9.965
2948889,2021-06-02,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",48.438
2948889,2021-07-03,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",31.535
2949381,2021-02-15,"/sv/publisher","カテゴリA",29.197
2949381,2021-04-17,"/sv/bookkeeper?","カテゴリE",56.591
2949381,2021-07-08,"/sv/viewer","カテゴリD",12.228
2949381,2021-07-08,"/sv/viewer","カテゴリD",32.582
2949381,2021-09-07,"/sv/publisher?","カテゴリD",61.431
2949381,2021-09-07,"/sv/bookkeeper","カテゴリF",37.937
2949381,2021-09-07,"/sv/bookkeeper?","カテゴリE",32.842
2949381,2021-12-16,"/sv/bookkeeper?","カテゴリE",43.169
2949381,2021-12-16,"/sv/publisher?","カテゴリD",78.022
2955152,2021-01-23,"/sv/bookkeeper?","カテゴリE",9.421
2955152,2021-01-07,"/sv/bookkeeper?","カテゴリE",10.770
2955152,2021-01-08,"/sv/viewer?","カテゴリB",23.446
2955152,2021-01-13,"/sv/browser","カテゴリD",11.864
2955152,2021-01-13,"/sv/viewer?","カテゴリB",45.727
2955152,2021-01-19,"/sv/browser","カテゴリD",18.760
2955152,2021-01-19,"/sv/customhtml?","カテゴリA",59.100
2955152,2021-01-21,"/sv/bookkeeper?","カテゴリE",59.954
2955152,2021-01-23,"/sv/help/en-us/adminhlp/adminhlp.htm","カテゴリB",51.822
2955152,2021-01-23,"/sv/bookkeeper?","カテゴリE",76.136
2965581,2021-08-21,"/sv/viewer","カテゴリD",17.567
2965581,2021-04-27,"/sv/bookkeeper?","カテゴリE",32.338
2965581,2021-04-27,"/sv/browser?","カテゴリG",36.753
2965581,2021-04-27,"/sv/help/en-us/adminhlp/adsecuredocument.htm","カテゴリE",1.309
2965581,2021-04-27,"/sv/help/en-us/adminhlp/adsecuredocument.htm","カテゴリE",24.604
2965581,2021-04-27,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",16.529
2965581,2021-04-27,"/sv/help/en-us/adminhlp/adsecuredocument.htm","カテゴリE",84.525
2965581,2021-04-27,"/sv/browser?","カテゴリG",21.271
2965581,2021-04-27,"/sv/help/en-us/adminhlp/adminhlp.htm","カテゴリB",53.860
2965581,2021-05-20,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",50.782
2965581,2021-07-02,"/sv/help/en-us/adminhlp/adsecure.htm","カテゴリB",0.350
2965581,2021-07-02,"/sv/help/en-us/adminhlp/adminhlp.htm","カテゴリB",1.112
2971903,2021-03-03,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",66.349
2971903,2021-03-03,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",7.571
2971903,2021-03-03,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",21.858
2971903,2021-03-03,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",288.170
2971903,2021-03-03,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",56.938
2971903,2021-03-03,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",34.435
2971903,2021-03-18,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",0.679
2975059,2021-02-19,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",131.772
2975059,2021-01-18,"/sv/bookkeeper?","カテゴリE",13.695
2975059,2021-01-18,"/sv/bookkeeper/","カテゴリD",65.884
2975059,2021-01-18,"/sv/browser?","カテゴリG",36.971
2975059,2021-01-18,"/sv/browser?","カテゴリG",102.996
2975059,2021-01-18,"/sv/help/en-us/surfhlp/surfhlp.htm","カテゴリC",0.517
2975059,2021-01-18,"/sv/logout?","カテゴリD",42.401
2975059,2021-01-18,"/sv/client?","カテゴリF",47.764
2986705,2021-02-22,"/sv/viewer?","カテゴリB",26.003
2986705,2021-01-23,"/sv/help/en-us/adminhlp/adsecure.htm","カテゴリB",58.810
2986705,2021-01-23,"/sv/help/en-us/adminhlp/adsecurecategory.htm","カテゴリB",65.784
2986705,2021-01-23,"/sv/browser","カテゴリD",48.482
2986705,2021-01-23,"/sv/browser","カテゴリD",178.020
2986705,2021-02-22,"/sv/help/en-us/adminhlp/adsecurecategory.htm","カテゴリB",0.251
2986705,2021-02-22,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",1.776
2986705,2021-02-22,"/sv/browser?","カテゴリG",1.885
2986705,2021-02-22,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",19.989
2989807,2021-07-22,"/sv/publisher?","カテゴリD",31.858
2989807,2021-02-11,"/sv/help/en-us/surfhlp/surfhlp.htm","カテゴリC",39.557
2989807,2021-02-11,"/sv/bookkeeper","カテゴリF",36.995
2989807,2021-03-10,"/sv/viewer?","カテゴリB",40.138
2989807,2021-03-10,"/sv/viewer?","カテゴリB",34.221
2989807,2021-03-10,"/sv/","カテゴリB",4.289
2989807,2021-03-10,"/sv/bookkeeper?","カテゴリE",12.583
2989807,2021-03-10,"/sv/publisher","カテゴリA",48.012
2989807,2021-03-10,"/sv/publisher","カテゴリA",39.307
2989807,2021-04-15,"/sv/help/en-us/surfhlp/viewdocuments.htm","カテゴリF",5.086
2989807,2021-06-24,"/sv/viewer?","カテゴリB",39.714
2989807,2021-06-24,"/sv/bookkeeper?","カテゴリE",46.239
2989980,2021-03-23,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",50.725
2989980,2021-01-05,"/sv/client?","カテゴリF",60.134
2989980,2021-01-05,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",354.141
2996681,2021-01-20,"/sv/publisher","カテゴリA",53.320
2996681,2021-01-20,"/sv/bookkeeper?","カテゴリE",34.337
2996681,2021-01-21,"/sv/bookkeeper","カテゴリF",192.911
2996681,2021-01-21,"/sv/browser?","カテゴリG",70.432
2999195,2021-01-04,"/sv/bookkeeper?","カテゴリE",6.348
2999195,2021-01-04,"/sv/browser?","カテゴリG",158.892
2999195,2021-01-29,"/sv/help/en-us/surfhlp/surfhlp.htm","カテゴリC",21.864
2999195,2021-01-29,"/sv/publisher","カテゴリA",32.921
2999195,2021-02-09,"/sv/help/en-us/surfhlp/surfhlp.htm","カテゴリC",20.015
2999195,2021-02-27,"/sv/bookkeeper/","カテゴリD",20.124
2999195,2021-02-27,"/sv/publisher","カテゴリA",140.051
2999195,2021-02-27,"/sv/bookkeeper/","カテゴリD",22.797
2999195,2021-03-13,"/sv/bookkeeper/","カテゴリD",94.989
3013503,2021-02-23,"/sv/browser?","カテゴリG",8.260
3013503,2021-02-23,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",51.056
3013503,2021-03-03,"/sv/viewer?","カテゴリB",189.907
3013503,2021-06-05,"/sv/browser?","カテゴリG",74.277
3013503,2021-11-02,"/sv/publisher?","カテゴリD",3.254
3013503,2021-11-02,"/sv/viewer?","カテゴリB",35.246
3015510,2021-01-20,"/sv/index.htm","カテゴリD",132.525
3015510,2021-01-20,"/sv/viewer?","カテゴリB",445.724
3015510,2021-01-28,"/sv/index.htm","カテゴリD",72.751
3019045,2021-01-19,"/","カテゴリE",268.098
3019045,2021-01-28,"/sv/bookkeeper?","カテゴリE",115.186
3019045,2021-03-23,"/sv/bookkeeper","カテゴリF",174.586
3019045,2021-04-27,"/sv/bookkeeper?","カテゴリE",92.129
3022615,2021-01-01,"/sv/browser?","カテゴリG",31.936
3022615,2021-02-09,"/sv/bookkeeper?","カテゴリE",5.026
3022615,2021-02-09,"/sv/bookkeeper?","カテゴリE",58.795
3022615,2021-08-07,"/sv/help/en-us/surfhlp/customdoc.htm","カテゴリC",117.279
3022615,2021-08-24,"/sv/publisher?","カテゴリD",56.797
3022615,2021-09-01,"/sv/client?","カテゴリF",67.168
3024499,2021-01-03,"/sv/publisher","カテゴリA",42.824
3024499,2021-01-01,"/sv/viewer?","カテゴリB",13.878
3024499,2021-01-03,"/sv/browser","カテゴリD",59.471
3024499,2021-01-03,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",53.672
3024499,2021-01-03,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",35.932
3024499,2021-01-03,"/sv/browser","カテゴリD",177.123
3024499,2021-01-03,"/sv/browser","カテゴリD",94.212
3024499,2021-01-03,"/sv/browser","カテゴリD",7.889
3026865,2021-03-03,"/sv/publisher?","カテゴリD",3.076
3026865,2021-01-02,"/sv/bookkeeper?","カテゴリE",107.772
3026865,2021-01-02,"/sv/publisher?","カテゴリD",23.899
3026865,2021-01-02,"/sv/publisher?","カテゴリD",43.569
3026865,2021-01-16,"/sv/bookkeeper?","カテゴリE",7.474
3026865,2021-01-28,"/sv/viewer?","カテゴリB",7.387
3026865,2021-01-28,"/sv/bookkeeper?","カテゴリE",15.266
3026865,2021-02-10,"/sv/bookkeeper?","カテゴリE",38.806
3026865,2021-03-03,"/sv/publisher?","カテゴリD",55.481
3026865,2021-03-03,"/sv/publisher?","カテゴリD",14.994
3026865,2021-03-03,"/sv/bookkeeper?","カテゴリE",86.277
3030185,2021-03-05,"/sv/client?","カテゴリF",15.871
3030185,2021-01-10,"/sv/publisher?","カテゴリD",47.752
3030185,2021-02-02,"/sv/help/en-us/surfhlp/browse.htm","カテゴリD",36.475
3030185,2021-02-02,"/sv/help/en-us/surfhlp/browse.htm","カテゴリD",63.867
3030185,2021-02-02,"/sv/help/en-us/surfhlp/browse.htm","カテゴリD",47.133
3030185,2021-02-02,"/sv/help/en-us/surfhlp/browse.htm","カテゴリD",59.732
3030185,2021-02-14,"/sv/publisher?","カテゴリD",49.851
3030185,2021-02-18,"/sv/browser","カテゴリD",11.866
3030185,2021-02-18,"/sv/browser","カテゴリD",54.009
3030185,2021-03-05,"/sv/client?","カテゴリF",22.850
3030185,2021-03-06,"/sv/customhtml?","カテゴリA",38.173
3030185,2021-03-16,"/sv/client?","カテゴリF",11.421
3064483,2021-01-15,"/sv/browser?","カテゴリG",110.588
3064483,2021-02-09,"/sv/publisher","カテゴリA",337.630
3064483,2021-02-09,"/sv/customhtml?","カテゴリA",64.782
3065195,2021-05-06,"/sv/browser","カテゴリD",55.755
3065195,2021-01-14,"/sv/logout?","カテゴリD",187.669
3065195,2021-01-27,"/sv/browser","カテゴリD",51.739
3065195,2021-02-26,"/sv/publisher?","カテゴリD",84.782
3065195,2021-03-17,"/sv/browser?","カテゴリG",72.055
3071991,2021-02-03,"/sv/logout?","カテゴリD",121.479
3071991,2021-01-02,"/sv/bookkeeper/","カテゴリD",81.165
3071991,2021-01-02,"/sv/bookkeeper?","カテゴリE",33.651
3071991,2021-01-02,"/sv/bookkeeper?","カテゴリE",54.576
3071991,2021-01-02,"/sv/viewer?","カテゴリB",38.891
3071991,2021-01-08,"/sv/browser?","カテゴリG",81.239
3073815,2021-01-05,"/sv/bookkeeper?","カテゴリE",36.576
3073815,2021-02-22,"/sv/bookkeeper?","カテゴリE",18.287
3073815,2021-04-16,"/sv/bookkeeper?","カテゴリE",31.807
3073815,2021-06-16,"/sv/bookkeeper?","カテゴリE",55.265
3073815,2021-07-24,"/sv/bookkeeper?","カテゴリE",105.568
3073815,2021-10-01,"/sv/bookkeeper?","カテゴリE",46.674
3073815,2021-11-29,"/sv/bookkeeper?","カテゴリE",85.751
3073815,2021-11-29,"/sv/bookkeeper?","カテゴリE",74.071
3085779,2021-03-19,"/sv/bookkeeper/","カテゴリD",49.664
3085779,2021-01-15,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",43.750
3085779,2021-01-15,"/sv/viewer?","カテゴリB",37.922
3085779,2021-03-11,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",19.573
3085779,2021-03-11,"/sv/bookkeeper?","カテゴリE",55.158
3085779,2021-03-19,"/sv/bookkeeper/","カテゴリD",65.816
3085779,2021-03-19,"/sv/client?","カテゴリF",122.657
3085779,2021-04-21,"/sv/client?","カテゴリF",34.006
3085779,2021-05-06,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",50.454
3100094,2021-02-04,"/sv/browser","カテゴリD",2.096
3100094,2021-01-06,"/sv/help/en-us/adminhlp/adsecurecategory.htm","カテゴリB",17.464
3100094,2021-01-06,"/sv/viewer?","カテゴリB",80.524
3100094,2021-01-06,"/sv/bookkeeper/","カテゴリD",76.468
3100094,2021-01-17,"/sv/viewer?","カテゴリB",73.755
3100094,2021-01-17,"/sv/bookkeeper?","カテゴリE",184.598
3100094,2021-02-04,"/sv/viewer?","カテゴリB",34.482
3100094,2021-02-04,"/sv/browser","カテゴリD",30.938
3100094,2021-02-04,"/sv/browser","カテゴリD",77.224
3100094,2021-02-04,"/sv/browser","カテゴリD",51.436
3100094,2021-02-10,"/sv/bookkeeper","カテゴリF",22.016
3100118,2021-01-02,"/sv/viewer?","カテゴリB",48.726
3100118,2021-01-20,"/sv/viewer?","カテゴリB",45.604
3100118,2021-01-20,"/sv/viewer?","カテゴリB",2.727
3100118,2021-01-20,"/sv/bookkeeper?","カテゴリE",6.994
3100118,2021-01-26,"/sv/bookkeeper?","カテゴリE",5.550
3100118,2021-01-26,"/sv/viewer?","カテゴリB",41.155
3100118,2021-02-26,"/sv/viewer?","カテゴリB",6.910
3100118,2021-02-26,"/sv/bookkeeper?","カテゴリE",47.274
3100118,2021-03-10,"/sv/viewer?","カテゴリB",7.388
3100118,2021-03-25,"/sv/browser?","カテゴリG",15.918
3100118,2021-03-25,"/sv/help/en-us/adminhlp/adindex.htm","カテゴリC",14.088
3100118,2021-03-25,"/sv/browser?","カテゴリG",26.666
3101347,2021-01-30,"/sv/browser?","カテゴリG",124.304
3101347,2021-01-30,"/sv/browser?","カテゴリG",32.894
3101347,2021-03-09,"/sv/help/en-us/surfhlp/publishoptions.htm","カテゴリG",152.442
3101347,2021-03-20,"/sv/help/en-us/surfhlp/publishoptions.htm","カテゴリG",132.534
3101347,2021-03-20,"/sv/help/en-us/surfhlp/publishoptions.htm","カテゴリG",87.153
3101347,2021-03-20,"/sv/help/en-us/surfhlp/publishoptions.htm","カテゴリG",38.672
3107708,2021-06-11,"/sv/bookkeeper?","カテゴリE",24.141
3107708,2021-01-29,"/sv/bookkeeper?","カテゴリE",48.020
3107708,2021-01-29,"/sv/bookkeeper?","カテゴリE",59.879
3107708,2021-01-29,"/sv/bookkeeper?","カテゴリE",16.147
3107708,2021-01-29,"/sv/viewer?","カテゴリB",129.011
3107708,2021-03-02,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",36.943
3107708,2021-03-02,"/sv/browser","カテゴリD",7.157
3107708,2021-06-11,"/sv/client?","カテゴリF",75.703
3110348,2021-08-07,"/sv/bookkeeper?","カテゴリE",24.369
3110348,2021-02-02,"/sv/bookkeeper?","カテゴリE",2.033
3110348,2021-02-23,"/sv/browser?","カテゴリG",136.196
3110348,2021-03-03,"/sv/bookkeeper?","カテゴリE",51.128
3110348,2021-04-26,"/sv/bookkeeper?","カテゴリE",4.324
3110348,2021-05-08,"/sv/browser?","カテゴリG",23.147
3110348,2021-06-01,"/sv/browser?","カテゴリG",35.403
3110348,2021-06-16,"/sv/bookkeeper?","カテゴリE",14.067
3110348,2021-06-30,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",133.577
3110348,2021-07-08,"/sv/browser?","カテゴリG",4.757
3120685,2021-06-01,"/sv/browser?","カテゴリG",158.384
3120685,2021-06-04,"/sv/publisher","カテゴリA",62.194
3120685,2021-06-04,"/sv/publisher?","カテゴリD",45.516
3120685,2021-07-18,"/sv/publisher","カテゴリA",26.022
3120685,2021-08-07,"/sv/browser?","カテゴリG",62.177
3120685,2021-10-20,"/sv/publisher","カテゴリA",22.019
3120685,2021-10-20,"/sv/help/en-us/adminhlp/adindex.htm","カテゴリC",116.239
3120685,2021-10-20,"/sv/bookkeeper?","カテゴリE",75.448
3129747,2021-01-16,"/sv/bookkeeper?","カテゴリE",42.174
3129747,2021-09-01,"/sv/bookkeeper?","カテゴリE",23.576
3129747,2021-03-16,"/sv/bookkeeper?","カテゴリE",23.614
3129747,2021-06-09,"/sv/bookkeeper?","カテゴリE",30.629
3129747,2021-07-21,"/sv/bookkeeper?","カテゴリE",54.449
3129747,2021-07-29,"/sv/","カテゴリB",20.558
3133201,2021-02-12,"/sv/viewer?","カテゴリB",46.865
3133201,2021-01-06,"/sv/browser?","カテゴリG",58.896
3133201,2021-01-06,"/sv/viewer?","カテゴリB",46.989
3133201,2021-02-12,"/sv/browser?","カテゴリG",4.637
3133201,2021-02-15,"/sv/bookkeeper?","カテゴリE",18.409
3133201,2021-02-18,"/sv/bookkeeper?","カテゴリE",3.787
3133201,2021-03-06,"/sv/viewer?","カテゴリB",40.413
3133201,2021-03-16,"/sv/viewer?","カテゴリB",15.734
3133201,2021-04-07,"/sv/browser?","カテゴリG",33.271
3133819,2021-03-04,"/sv/bookkeeper","カテゴリF",21.261
3133819,2021-01-07,"/sv/bookkeeper?","カテゴリE",43.050
3133819,2021-01-25,"/sv/browser?","カテゴリG",8.463
3133819,2021-01-25,"/sv/bookkeeper?","カテゴリE",13.843
3133819,2021-02-09,"/sv/help/en-us/adminhlp/adindex.htm","カテゴリC",21.970
3133819,2021-02-09,"/sv/help/en-us/adminhlp/adindex.htm","カテゴリC",106.443
3133819,2021-02-09,"/sv/help/en-us/surfhlp/customdoc.htm","カテゴリC",19.400
3133819,2021-02-09,"/sv/viewer?","カテゴリB",26.425
3133819,2021-02-23,"/sv/","カテゴリB",4.471
3133819,2021-02-23,"/sv/bookkeeper?","カテゴリE",14.795
3133819,2021-03-04,"/sv/browser?","カテゴリG",6.878
3135968,2021-03-23,"/sv/publisher","カテゴリA",41.833
3135968,2021-01-28,"/sv/publisher","カテゴリA",81.965
3135968,2021-02-16,"/sv/bookkeeper?","カテゴリE",114.643
3135968,2021-02-16,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",107.559
3140004,2021-01-06,"/sv/","カテゴリB",40.462
3140004,2021-01-30,"/sv/client?","カテゴリF",8.954
3140004,2021-03-01,"/sv/help/en-us/surfhlp/viewdocuments.htm","カテゴリF",26.880
3140004,2021-03-01,"/sv/browser?","カテゴリG",49.947
3140004,2021-03-01,"/sv/browser?","カテゴリG",62.229
3140004,2021-03-01,"/sv/publisher?","カテゴリD",41.528
3142496,2021-01-30,"/sv/viewer?","カテゴリB",41.191
3142496,2021-01-30,"/sv/help/en-us/adminhlp/adindex.htm","カテゴリC",36.791
3142496,2021-08-20,"/sv/viewer?","カテゴリB",104.544
3142496,2021-08-20,"/","カテゴリE",14.468
3142496,2021-08-27,"/sv/viewer","カテゴリD",103.297
3142496,2021-09-22,"/sv/help/en-us/adminhlp/adindex.htm","カテゴリC",85.593
3142496,2021-12-17,"/sv/viewer","カテゴリD",1.116
3143870,2021-02-11,"/sv/browser","カテゴリD",24.021
3143870,2021-02-09,"/sv/","カテゴリB",37.562
3143870,2021-02-09,"/sv/browser","カテゴリD",37.211
3143870,2021-02-09,"/sv/bookkeeper?","カテゴリE",7.035
3143870,2021-02-11,"/sv/bookkeeper?","カテゴリE",44.601
3143870,2021-02-17,"/sv/help/en-us/adminhlp/adindex.htm","カテゴリC",15.954
3143870,2021-02-17,"/sv/bookkeeper?","カテゴリE",49.449
3143870,2021-02-17,"/sv/help/en-us/surfhlp/customdoc.htm","カテゴリC",8.405
3143870,2021-03-02,"/sv/browser?","カテゴリG",3.491
3143870,2021-03-04,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",64.271
3150303,2021-04-12,"/sv/logout?","カテゴリD",20.995
3150303,2021-02-20,"/sv/browser?","カテゴリG",27.283
3150303,2021-02-20,"/sv/bookkeeper?","カテゴリE",74.328
3150303,2021-02-20,"/sv/bookkeeper?","カテゴリE",2.848
3150303,2021-02-20,"/sv/bookkeeper?","カテゴリE",8.349
3150303,2021-02-20,"/sv/browser?","カテゴリG",105.621
3150303,2021-03-03,"/sv/help/en-us/aboutsmartviewer.htm","カテゴリC",50.164
3150303,2021-03-08,"/sv/bookkeeper","カテゴリF",21.065
3150303,2021-03-08,"/sv/bookkeeper/","カテゴリD",19.760
3150303,2021-03-08,"/sv/bookkeeper","カテゴリF",43.445
3150303,2021-03-08,"/sv/bookkeeper","カテゴリF",9.142
3160156,2021-01-08,"/sv/publisher","カテゴリA",178.452
3160156,2021-01-05,"/sv/index.htm","カテゴリD",118.129
3160156,2021-01-05,"/sv/help/en-us/surfhlp/surfhlp.htm","カテゴリC",213.389
3160156,2021-01-08,"/sv/help/en-us/surfhlp/browse.htm","カテゴリD",92.029
3168831,2021-01-02,"/sv/client?","カテゴリF",4.072
3168831,2021-01-02,"/sv/client?","カテゴリF",65.299
3168831,2021-01-02,"/sv/client?","カテゴリF",26.680
3168831,2021-01-26,"/sv/browser?","カテゴリG",35.067
3168831,2021-01-26,"/sv/publisher","カテゴリA",26.882
3169304,2021-12-12,"/sv/publisher","カテゴリA",62.811
3169304,2021-01-29,"/sv/publisher","カテゴリA",65.835
3169304,2021-01-29,"/sv/viewer?","カテゴリB",82.212
3169304,2021-06-08,"/sv/viewer?","カテゴリB",87.099
3169304,2021-07-11,"/sv/publisher","カテゴリA",69.202
3169304,2021-10-03,"/sv/publisher","カテゴリA",76.369
3169304,2021-10-03,"","カテゴリB",2.292
3169304,2021-11-11,"/sv/browser?","カテゴリG",10.180
3171019,2021-11-02,"/sv/publisher?","カテゴリD",40.518
3171019,2021-02-06,"/sv/viewer?","カテゴリB",6.430
3171019,2021-02-06,"/sv/client?","カテゴリF",56.170
3171019,2021-02-06,"/sv/client?","カテゴリF",50.356
3171019,2021-02-06,"/sv/client?","カテゴリF",24.685
3171019,2021-02-06,"/sv/client?","カテゴリF",49.341
3171019,2021-02-13,"/sv/help/en-us/surfhlp/publish.htm","カテゴリC",21.180
3171019,2021-02-13,"/sv/publisher","カテゴリA",40.509
3171019,2021-02-13,"/sv/client?","カテゴリF",5.703
3171019,2021-05-25,"/sv/bookkeeper/","カテゴリD",85.109
3178245,2021-11-15,"/sv/bookkeeper?","カテゴリE",24.525
3178245,2021-04-26,"/sv/help/en-us/surfhlp/customdoc.htm","カテゴリC",52.102
3178245,2021-04-26,"/sv/logout?","カテゴリD",109.291
3178245,2021-05-23,"/sv/bookkeeper","カテゴリF",12.884
3178245,2021-05-23,"/sv/logout?","カテゴリD",34.677
3178245,2021-06-03,"/sv/bookkeeper","カテゴリF",13.290
3178245,2021-06-03,"/sv/bookkeeper","カテゴリF",16.803
3178245,2021-06-03,"/sv/bookkeeper","カテゴリF",37.246
3178245,2021-07-26,"/sv/browser?","カテゴリG",16.135
3178245,2021-10-28,"/sv/viewer","カテゴリD",106.047
3178864,2021-02-20,"/sv/client?","カテゴリF",105.415
3178864,2021-01-02,"/sv/viewer?","カテゴリB",154.877
3178864,2021-01-07,"/sv/help/en-us/adminhlp/adintro.htm","カテゴリD",121.049
3178864,2021-01-07,"/sv/bookkeeper?","カテゴリE",24.245
3178864,2021-01-28,"/sv/bookkeeper?","カテゴリE",39.380
3178864,2021-01-28,"/sv/viewer?","カテゴリB",68.825
3178864,2021-02-20,"/sv/client?","カテゴリF",10.209
3179891,2021-01-02,"/sv/help/en-us/surfhlp/browse.htm","カテゴリD",14.490
3179891,2021-01-02,"/sv/browser?","カテゴリG",4.480
3179891,2021-01-02,"/sv/help/en-us/adminhlp/adsecure.htm","カテゴリB",101.596
3179891,2021-01-02,"/sv/logout?","カテゴリD",122.278
3179891,2021-01-06,"/sv/bookkeeper?","カテゴリE",83.826
3179891,2021-01-06,"/sv/help/en-us/adminhlp/adsecure.htm","カテゴリB",26.399
3179891,2021-01-07,"/sv/bookkeeper?","カテゴリE",4.521
3179891,2021-01-20,"/sv/","カテゴリB",146.453
3179891,2021-01-21,"/sv/client?","カテゴリF",33.957
3185405,2021-08-26,"/sv/viewer?","カテゴリB",60.460
3185405,2021-01-16,"/sv/bookkeeper?","カテゴリE",54.745
3185405,2021-02-06,"/sv/bookkeeper?","カテゴリE",93.185
3185405,2021-03-02,"/sv/bookkeeper?","カテゴリE",37.718
3185405,2021-03-27,"/sv/bookkeeper?","カテゴリE",9.842
3185405,2021-04-27,"/sv/bookkeeper?","カテゴリE",1.389
3185405,2021-05-18,"/sv/bookkeeper?","カテゴリE",104.643
3185405,2021-06-11,"/sv/bookkeeper?","カテゴリE",33.340
3185405,2021-06-30,"/sv/bookkeeper?","カテゴリE",22.020
