ID,DATE,TERM,利用機種,OPEREATER,comment,クレーム,機器,機能・サービス,請求,購入
3433,2024-02-16,"2月第3週","V501","CT","LAやNYでのサービスエリアについて知りたい。旅行中につながらなくならないか、心配。",1,1,0,0,0
913,2024-02-16,"2月第3週","B919","CT","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2921,2024-02-16,"2月第3週","L701","CT","購入した時から、電話機が故障していたのではないか。",1,1,0,0,0
2236,2024-02-16,"2月第3週","B919","HY","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
3711,2024-02-16,"2月第3週","B919","HY","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2085,2024-02-16,"2月第3週","B919","HY","職場に電話が転送されない。他の機能はうまくいっているかどうか尋ねる。また、HPを参照するように伝える。",0,0,1,0,0
2457,2024-02-16,"2月第3週","V501","HY","新しい着替えパネルがほしい。",0,0,0,0,1
88,2024-02-16,"2月第3週","L701","HY","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
3766,2024-02-16,"2月第3週","L701","HY","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
1246,2024-02-16,"2月第3週","L701","JK","電話機の性能がほんとうに悪い。自宅付近だとほとんど何も聞こえない。",1,1,0,0,0
940,2024-02-16,"2月第3週","L701","JK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
2201,2024-02-16,"2月第3週","B919","JK","電話をもう１台追加契約したい。",0,0,0,0,1
3106,2024-02-16,"2月第3週","L701","JK","職場に電話が転送されない。他の機能はうまくいっているかどうか尋ねる。また、HPを参照するように伝える。",0,0,1,0,0
991,2024-02-16,"2月第3週","B919","JK","HPがよくない。自分では、必要な情報が、さがせない。また、電話機もあまりよくない。",1,1,0,0,0
1875,2024-02-16,"2月第3週","L701","KC","電話機が最悪",1,1,0,0,0
1396,2024-02-16,"2月第3週","B919","KC","電話機が駄目。市内でも受信状態がひどい場所が多い。",1,0,0,0,0
3799,2024-02-16,"2月第3週","B919","KC","電話の基本的な使い方が、わからない。ショップに行って教えてもらうように伝える。",0,1,0,0,0
484,2024-02-16,"2月第3週","B919","KC","HPがよくない。自分では、必要な情報が、さがせない。",1,0,0,0,0
2825,2024-02-16,"2月第3週","V501","KC","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
1164,2024-02-16,"2月第3週","V501","KC","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
2234,2024-02-16,"2月第3週","B919","KO","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
1333,2024-02-16,"2月第3週","B919","KO","調子が悪いのは、電話機のせいなのか、それともバッテリーのせいなのか、わからない。",1,1,0,0,0
1341,2024-02-16,"2月第3週","L701","KO","充電器の調子が悪い。その結果、通話ができなくなっている。今すぐ解約したい。",1,1,0,0,0
1062,2024-02-16,"2月第3週","L701","KO","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
1035,2024-02-16,"2月第3週","V501","KO","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1758,2024-02-16,"2月第3週","V501","MF","電話機の性能がほんとうに悪い。自宅付近だとほとんど何も聞こえない。",1,1,0,0,0
2040,2024-02-16,"2月第3週","L701","MF","今週末までに、もう１回線追加申し込みをしたい。お客様窓口に転送。",0,0,0,0,1
632,2024-02-16,"2月第3週","L701","MF","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
1350,2024-02-16,"2月第3週","B919","MF","すぐに上司に転送",0,0,0,0,0
2235,2024-02-16,"2月第3週","B919","MF","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2424,2024-02-16,"2月第3週","V501","MK","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2960,2024-02-16,"2月第3週","V501","MK","家族割引プランについてもっと知りたい。また、発信電話番号表示サービスについて質問。",0,0,0,1,1
309,2024-02-16,"2月第3週","B919","MK","調子が悪いのは、電話機のせいなのか、それともバッテリーのせいなのか、わからない。",1,1,0,0,0
261,2024-02-16,"2月第3週","V501","MK","高速道路上以外では、受信状態がよくない。いつこの問題が解決されるのか知りたい。",1,1,0,0,0
2443,2024-02-16,"2月第3週","V501","MK","住所変更。遠くに引っ越すので、番号が変わるのかどうか知りたい。",0,0,0,0,0
970,2024-02-16,"2月第3週","V501","MK","住所変更",0,0,0,0,0
2154,2024-02-16,"2月第3週","L701","MT","通話が聞こえづらい。雑音がひどい。",1,1,0,0,0
572,2024-02-16,"2月第3週","L701","MT","カスタマーサポートをもっと改善してほしい。",1,0,0,0,0
972,2024-02-16,"2月第3週","L701","MT","住所変更",0,0,0,0,0
2251,2024-02-16,"2月第3週","B919","MT","家族用に回線を追加したい。料金プランについて知りたい。",0,0,0,0,1
3089,2024-02-16,"2月第3週","B919","MT","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
127,2024-02-16,"2月第3週","B919","MT","充電器を紛失。すぐに購入できる場所は。ショップに行くように伝える。",0,0,0,0,1
916,2024-02-16,"2月第3週","V501","SS","電話をもう１台追加契約したい。",0,0,0,0,1
3440,2024-02-16,"2月第3週","L701","SS","どこでサービスエリア外になるのか、わからない。HPを参照するように伝える。",0,0,0,0,0
3007,2024-02-16,"2月第3週","B919","SS","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
930,2024-02-16,"2月第3週","B919","SS","新しい着替えパネルがほしい。",0,0,0,0,1
407,2024-02-16,"2月第3週","V501","SS","インターネットサービスについて知りたい。HPを参照するように伝える。",0,0,0,0,1
383,2024-02-16,"2月第3週","L701","TH","電話機が最悪",1,1,0,0,0
1373,2024-02-16,"2月第3週","L701","TH","電話機が最悪",1,1,0,0,0
2554,2024-02-16,"2月第3週","L701","TH","今週末までに、もう１回線追加申し込みをしたい。お客様窓口に転送。",0,0,0,0,1
1157,2024-02-16,"2月第3週","L701","TH","他社は料金が安くて、契約期間のないものがある。今の契約をすぐ破棄したい。",1,0,0,1,0
1038,2024-02-16,"2月第3週","B919","TH","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
298,2024-02-16,"2月第3週","B919","TH","間違い電話がかかってくるので、番号を変えたい。",0,0,0,0,0
1717,2024-02-16,"2月第3週","V501","TM","今週末までに、もう１回線追加申し込みをしたい。お客様窓口に転送。",0,0,0,0,1
3702,2024-02-16,"2月第3週","B919","TM","カスタマーサポートをもっと改善してほしい。",1,0,0,0,0
3705,2024-02-16,"2月第3週","L701","TM","カスタマーサポートをもっと改善してほしい。",1,0,0,0,0
824,2024-02-16,"2月第3週","L701","TM","電話機の取説をなくしたので、新しいのがほしい。HPを参照するように伝える。",0,0,0,0,0
1871,2024-02-16,"2月第2週","B919","TM","電話がかからないことが多い。バッテリーがよくないと思う。",1,1,0,0,0
2377,2024-02-16,"2月第3週","L701","TM","電話の基本的な使い方が、わからない。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2516,2024-02-16,"2月第3週","B919","TM","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
1328,2024-02-16,"2月第3週","V501","TM","高速道路上以外では、受信状態がよくない。いつこの問題が解決されるのか知りたい。",1,1,0,0,0
2611,2024-02-16,"2月第3週","V501","TM","充電器を紛失。すぐに購入できる場所は。ショップに行くように伝える。",0,0,0,0,1
1453,2024-02-16,"2月第3週","L701","TM","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
2391,2024-02-16,"2月第3週","B919","TM","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
320,2024-02-16,"2月第3週","V501","TM","充電器の調子が悪い。その結果、通話ができなくなっている。今すぐ解約したい。",1,1,0,0,0
1640,2024-02-16,"2月第3週","V501","TS","職場に電話が転送されない。他の機能はうまくいっているかどうか尋ねる。また、HPを参照するように伝える。",0,0,1,0,0
2512,2024-02-16,"2月第3週","B919","TS","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
2600,2024-02-16,"2月第3週","B919","TS","家族用に回線を追加したい。料金プランについて知りたい。",0,0,0,0,1
1230,2024-02-16,"2月第3週","B919","TS","電話をもう１台追加契約したい。",0,0,0,0,1
2658,2024-02-16,"2月第3週","L701","TS","電波が弱い。バッテリーを交換しても駄目。",1,1,0,0,0
1229,2024-02-16,"2月第3週","V501","TS","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
52,2024-02-16,"2月第3週","B919","YN","カスタマーサポートがひどい。",1,0,0,0,0
1831,2024-02-16,"2月第3週","L701","YN","調子が悪いのは、電話機のせいなのか、それともバッテリーのせいなのか、わからない。",1,1,0,0,0
884,2024-02-16,"2月第3週","B919","YN","電話機が駄目。市内でも受信状態がひどい場所が多い。",1,0,0,0,0
110,2024-02-16,"2月第3週","V501","YN","住所変更",0,0,0,0,0
133,2024-02-16,"2月第3週","B919","YN","他社は料金が安くて、契約期間のないものがある。今の契約をすぐ破棄したい。",1,0,0,1,0
97,2024-02-16,"2月第3週","L701","YW","新しい番号にしたい。お客様窓口に転送。",0,0,0,0,0
1064,2024-02-16,"2月第3週","L701","YW","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2774,2024-02-16,"2月第3週","B919","YW","HPがよくない。自分では、必要な情報が、さがせない。",1,0,0,0,0
3009,2024-02-16,"2月第3週","V501","YW","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
408,2024-02-16,"2月第3週","B919","YW","インターネットサービスについて知りたい。HPを参照するように伝える。",0,0,0,0,1
3682,2024-02-16,"2月第3週","V501","YW","新しい番号にしたい。お客様窓口に転送。",0,0,0,0,0
3640,2024-02-17,"2月第3週","V501","CT","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
384,2024-02-17,"2月第3週","L701","CT","電話機が最悪",1,1,0,0,0
372,2024-02-17,"2月第3週","V501","CT","電話機が駄目。市内でも受信状態がひどい場所が多い。",1,0,0,0,0
3728,2024-02-17,"2月第3週","B919","CT","カスタマーサポートがひどい。",1,0,0,0,0
370,2024-02-17,"2月第3週","V501","HY","電話機が駄目。市内でも受信状態がひどい場所が多い。",1,0,0,0,0
2470,2024-02-17,"2月第3週","V501","HY","電話をもう１台追加契約したい。",0,0,0,0,1
2821,2024-02-17,"2月第3週","B919","HY","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
1110,2024-02-17,"2月第3週","L701","HY","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
1042,2024-02-17,"2月第3週","V501","JK","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1329,2024-02-17,"2月第3週","B919","JK","高速道路上以外では、受信状態がよくない。いつこの問題が解決されるのか知りたい。",1,1,0,0,0
1061,2024-02-17,"2月第3週","B919","JK","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
936,2024-02-17,"2月第3週","V501","JK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
3467,2024-02-17,"2月第3週","L701","KC","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
3628,2024-02-17,"2月第3週","V501","KC","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
304,2024-02-17,"2月第3週","B919","KC","高速道路上以外では、受信状態がよくない。いつこの問題が解決されるのか知りたい。",1,1,0,0,0
410,2024-02-17,"2月第3週","B919","KC","インターネットサービスについて知りたい。HPを参照するように伝える。",0,0,0,0,1
2416,2024-02-17,"2月第3週","V501","KO","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2331,2024-02-17,"2月第3週","B919","KO","家族用に回線を追加したい。料金プランについて知りたい。",0,0,0,0,1
973,2024-02-17,"2月第3週","V501","KO","住所変更",0,0,0,0,0
2237,2024-02-17,"2月第3週","B919","KO","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
3222,2024-02-17,"2月第3週","B919","MF","電話をもう１台追加契約したい。",0,0,0,0,1
939,2024-02-17,"2月第3週","B919","MF","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
636,2024-02-17,"2月第3週","V501","MF","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
1418,2024-02-17,"2月第3週","B919","MF","新しい着替えパネルがほしい。",0,0,0,0,1
938,2024-02-17,"2月第3週","B919","MK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
1312,2024-02-17,"2月第3週","V501","MK","すぐに上司に転送",0,0,0,0,0
2499,2024-02-17,"2月第3週","B919","MK","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
1492,2024-02-17,"2月第3週","B919","MT","住所変更",0,0,0,0,0
1119,2024-02-17,"2月第3週","B919","MT","新しい番号にしたい。お客様窓口に転送。",0,0,0,0,0
2261,2024-02-17,"2月第3週","B919","MT","HPがよくない。自分では、必要な情報が、さがせない。",1,0,0,0,0
1085,2024-02-17,"2月第3週","B919","MT","すぐに上司に転送",0,0,0,0,0
322,2024-02-17,"2月第3週","B919","SS","すぐに上司に転送",0,0,0,0,0
1845,2024-02-17,"2月第3週","V501","SS","調子が悪いのは、電話機のせいなのか、それともバッテリーのせいなのか、わからない。",1,1,0,0,0
2645,2024-02-17,"2月第3週","B919","SS","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
3633,2024-02-17,"2月第3週","L701","SS","今週末までに、もう１回線追加申し込みをしたい。お客様窓口に転送。",0,0,0,0,1
566,2024-02-17,"2月第3週","V501","TH","カスタマーサポートをもっと改善してほしい。",1,0,0,0,0
361,2024-02-17,"2月第3週","B919","TH","電話機が駄目。市内でも受信状態がひどい場所が多い。",1,0,0,0,0
1060,2024-02-17,"2月第3週","L701","TH","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
1628,2024-02-17,"2月第3週","V501","TH","カスタマーサポートがひどい。",1,0,0,0,0
620,2024-02-17,"2月第3週","B919","TM","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
243,2024-02-17,"2月第3週","B919","TM","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
90,2024-02-17,"2月第3週","V501","TM","カスタマーサポートがひどい。",1,0,0,0,0
1639,2024-02-17,"2月第3週","B919","TM","職場に電話が転送されない。他の機能はうまくいっているかどうか尋ねる。また、HPを参照するように伝える。",0,0,1,0,0
3613,2024-02-17,"2月第3週","B919","TM","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
1172,2024-02-17,"2月第3週","L701","TM","電話の基本的な使い方が、わからない。ショップに行って教えてもらうように伝える。",0,1,0,0,0
633,2024-02-17,"2月第3週","B919","TM","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
1041,2024-02-17,"2月第3週","V501","TM","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
3718,2024-02-17,"2月第3週","B919","TS","カスタマーサポートをもっと改善してほしい。",1,0,0,0,0
478,2024-02-17,"2月第3週","V501","TS","HPがよくない。自分では、必要な情報が、さがせない。",1,0,0,0,0
2756,2024-02-17,"2月第3週","B919","TS","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
926,2024-02-17,"2月第3週","L701","TS","新しい着替えパネルがほしい。",0,0,0,0,1
95,2024-02-17,"2月第3週","V501","YN","新しい番号にしたい。お客様窓口に転送。",0,0,0,0,0
3092,2024-02-17,"2月第3週","L701","YN","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
1112,2024-02-17,"2月第3週","L701","YN","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
169,2024-02-17,"2月第3週","B919","YN","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2864,2024-02-17,"2月第3週","B919","YW","家族用に回線を追加したい。料金プランについて知りたい。",0,0,0,0,1
3632,2024-02-17,"2月第3週","B919","YW","今週末までに、もう１回線追加申し込みをしたい。お客様窓口に転送。",0,0,0,0,1
717,2024-02-17,"2月第2週","L701","YW","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
2243,2024-02-17,"2月第3週","L701","YW","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
1820,2024-02-17,"2月第3週","B919","YW","電話機が最悪",1,1,0,0,0
900,2024-02-18,"2月第3週","B919","CT","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2098,2024-02-18,"2月第2週","B919","CT","充電器を紛失。すぐに購入できる場所は。ショップに行くように伝える。",0,0,0,0,1
2647,2024-02-18,"2月第3週","L701","CT","インターネットサービスについて知りたい。HPを参照するように伝える。",0,0,0,0,1
2388,2024-02-18,"2月第3週","L701","CT","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
1415,2024-02-18,"2月第3週","V501","CT","新しい着替えパネルがほしい。",0,0,0,0,1
1757,2024-02-18,"2月第3週","V501","HY","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
75,2024-02-18,"2月第3週","V501","HY","新しい番号にしたい。お客様窓口に転送。",0,0,0,0,0
1502,2024-02-18,"2月第3週","B919","HY","HPがよくない。自分では、必要な情報が、さがせない。",1,0,0,0,0
310,2024-02-18,"2月第3週","L701","HY","調子が悪いのは、電話機のせいなのか、それともバッテリーのせいなのか、わからない。",1,1,0,0,0
2247,2024-02-18,"2月第3週","V501","JK","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
652,2024-02-18,"2月第3週","B919","JK","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
3712,2024-02-18,"2月第3週","L701","JK","カスタマーサポートをもっと改善してほしい。",1,0,0,0,0
933,2024-02-18,"2月第3週","V501","JK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
3325,2024-02-18,"2月第3週","B919","JK","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1927,2024-02-18,"2月第3週","B919","KC","新しい着替えパネルがほしい。",0,0,0,0,1
1491,2024-02-18,"2月第3週","L701","KC","住所変更",0,0,0,0,0
2415,2024-02-18,"2月第3週","B919","KC","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2418,2024-02-18,"2月第3週","L701","KC","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
3512,2024-02-18,"2月第3週","B919","KC","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
3644,2024-02-18,"2月第3週","V501","KO","電話をもう１台追加契約したい。",0,0,0,0,1
841,2024-02-18,"2月第3週","B919","KO","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
2576,2024-02-18,"2月第3週","L701","KO","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
191,2024-02-18,"2月第3週","L701","KO","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
975,2024-02-18,"2月第3週","B919","KO","住所変更",0,0,0,0,0
180,2024-02-18,"2月第3週","V501","MF","今週末までに、もう１回線追加申し込みをしたい。お客様窓口に転送。",0,0,0,0,1
2607,2024-02-18,"2月第3週","V501","MF","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
1310,2024-02-18,"2月第3週","B919","MF","すぐに上司に転送",0,0,0,0,0
1597,2024-02-18,"2月第3週","B919","MF","すぐに上司に転送",0,0,0,0,0
3311,2024-02-18,"2月第3週","B919","MF","電話の基本的な使い方が、わからない。ショップに行って教えてもらうように伝える。",0,1,0,0,0
934,2024-02-18,"2月第3週","L701","MK","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
198,2024-02-18,"2月第3週","B919","MK","インターネットサービスについて知りたい。HPを参照するように伝える。",0,0,0,0,1
2087,2024-02-18,"2月第3週","V501","MK","家族用に回線を追加したい。料金プランについて知りたい。",0,0,0,0,1
1332,2024-02-18,"2月第3週","V501","MK","高速道路上以外では、受信状態がよくない。いつこの問題が解決されるのか知りたい。",1,1,0,0,0
1919,2024-02-18,"2月第3週","L701","MK","電話機が最悪",1,1,0,0,0
329,2024-02-18,"2月第3週","B919","MT","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
148,2024-02-18,"2月第3週","B919","MT","電話の基本的な使い方が、わからない。ショップに行って教えてもらうように伝える。",0,1,0,0,0
2577,2024-02-18,"2月第3週","B919","MT","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
816,2024-02-18,"2月第3週","L701","MT","高速道路上以外では、受信状態がよくない。いつこの問題が解決されるのか知りたい。",1,1,0,0,0
80,2024-02-18,"2月第3週","V501","MT","新しい番号にしたい。お客様窓口に転送。",0,0,0,0,0
2648,2024-02-18,"2月第3週","L701","SS","電話をもう１台追加契約したい。",0,0,0,0,1
87,2024-02-18,"2月第3週","B919","SS","カスタマーサポートがひどい。",1,0,0,0,0
1716,2024-02-18,"2月第3週","B919","SS","今週末までに、もう１回線追加申し込みをしたい。お客様窓口に転送。",0,0,0,0,1
1108,2024-02-18,"2月第3週","B919","SS","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
3513,2024-02-18,"2月第3週","L701","SS","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
1330,2024-02-18,"2月第3週","V501","TH","高速道路上以外では、受信状態がよくない。いつこの問題が解決されるのか知りたい。",1,1,0,0,0
3310,2024-02-18,"2月第3週","B919","TH","電話の基本的な使い方が、わからない。ショップに行って教えてもらうように伝える。",0,1,0,0,0
3525,2024-02-18,"2月第3週","V501","TH","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
2536,2024-02-18,"2月第3週","L701","TH","HPがよくない。自分では、必要な情報が、さがせない。",1,0,0,0,0
3038,2024-02-18,"2月第3週","B919","TH","HPがよくない。自分では、必要な情報が、さがせない。",1,0,0,0,0
919,2024-02-18,"2月第3週","V501","TM","インターネットサービスについて知りたい。HPを参照するように伝える。",0,0,0,0,1
1622,2024-02-18,"2月第3週","V501","TM","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
2520,2024-02-18,"2月第3週","B919","TM","家族用に回線を追加したい。料金プランについて知りたい。",0,0,0,0,1
2240,2024-02-18,"2月第3週","L701","TM","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
2591,2024-02-18,"2月第3週","B919","TM","職場に電話が転送されない。他の機能はうまくいっているかどうか尋ねる。また、HPを参照するように伝える。",0,0,1,0,0
2501,2024-02-18,"2月第3週","B919","TM","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2820,2024-02-18,"2月第3週","B919","TM","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
2230,2024-02-18,"2月第3週","V501","TM","メールの使い方を知りたい。HPを参照するように伝える。",0,0,1,0,0
2239,2024-02-18,"2月第3週","B919","TM","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
3272,2024-02-18,"2月第3週","B919","TM","家族用に回線を追加したい。料金プランについて知りたい。",0,0,0,0,1
360,2024-02-18,"2月第3週","V501","TS","電話機が駄目。市内でも受信状態がひどい場所が多い。",1,0,0,0,0
2596,2024-02-18,"2月第3週","V501","TS","職場に電話が転送されない。他の機能はうまくいっているかどうか尋ねる。また、HPを参照するように伝える。",0,0,1,0,0
1334,2024-02-18,"2月第3週","V501","TS","調子が悪いのは、電話機のせいなのか、それともバッテリーのせいなのか、わからない。",1,1,0,0,0
1930,2024-02-18,"2月第3週","B919","TS","新しい着替えパネルがほしい。",0,0,0,0,1
1045,2024-02-18,"2月第3週","L701","YN","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
1202,2024-02-18,"2月第3週","B919","YN","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
2238,2024-02-18,"2月第3週","B919","YN","家族割引を利用したい。お客様窓口に転送。",0,0,1,0,1
1851,2024-02-18,"2月第3週","B919","YN","近くのお店の場所を知りたい。付属品を購入したい。",0,0,0,0,1
2598,2024-02-18,"2月第3週","L701","YN","職場に電話が転送されない。他の機能はうまくいっているかどうか尋ねる。また、HPを参照するように伝える。",0,0,1,0,0
1623,2024-02-18,"2月第3週","V501","YW","カスタマーサポートがひどい。",1,0,0,0,0
1098,2024-02-18,"2月第3週","V501","YW","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
1059,2024-02-18,"2月第3週","L701","YW","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
78,2024-02-18,"2月第3週","V501","YW","新しい番号にしたい。お客様窓口に転送。",0,0,0,0,0
906,2024-02-19,"2月第3週","B919","CT","新しい着替えパネルがほしい。",0,0,0,0,1
1408,2024-02-19,"2月第3週","V501","CT","電話機が最悪",1,1,0,0,0
206,2024-02-19,"2月第3週","L701","CT","電話をもう１台追加契約したい。",0,0,0,0,1
1620,2024-02-19,"2月第3週","V501","CT","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
678,2024-02-19,"2月第3週","V501","CT","電話機を紛失。解約センターに電話。もう一度連絡してもらうまで、解約しないことを伝える。再度連絡予定。",0,1,0,0,0
3508,2024-02-19,"2月第3週","B919","CT","新しい料金プランについて知りたい。すぐに解約の可能性大。無料通話分を増やしたい。",0,0,0,1,0
218,2024-02-19,"2月第2週","B919","HY","PDA付きの携帯がほしい。そのようなモデルはあるのか。",0,0,0,0,1
1532,2024-02-19,"2月第3週","B919","HY","電話の基本的な使い方が、わからない。ショップに行って教えてもらうように伝える。",0,1,0,0,0
903,2024-02-19,"2月第3週","B919","HY","新しい着替えパネルがほしい。",0,0,0,0,1
1282,2024-02-19,"2月第3週","B919","HY","電話機の使い方を、教えてほしい。ショップに行って教えてもらうように伝える。",0,1,0,0,0
818,2024-02-19,"2月第3週","V501","HY","高速道路上以外では、受信状態がよくない。いつこの問題が解決されるのか知りたい。",1,1,0,0,0
190,2024-02-19,"2月第3週","B919","HY","今週末までに、奥さん用に新しい回線がほしい。",0,0,0,0,1
601,2024-02-19,"2月第3週","V501","HY","初めからバッテリーの調子が悪い。今すぐ新しい電話器がほしい。",0,0,1,0,0
1222,2024-02-19,"2月第3週","B919","JK","インターネットサービスについて知りたい。HPを参照するように伝える。",0,0,0,0,1
1610,2024-02-19,"2月第3週","B919","JK","XVYX社のPDA付きの新しい電話がほしい。",0,0,0,0,1
3516,2024-02-19,"2月第3週","L701","JK","家族用に回線を追加したい。料金プランについて知りたい。",0,0,0,0,1
61,2024-02-19,"2月第3週","B919","JK","すぐに上司に転送",0,0,0,0,0
504,2024-02-19,"2月第3週","L701","JK","今週末までに、もう１回線追加申し込みをしたい。お客様窓口に転送。",0,0,0,0,1
3315,2024-02-19,"2月第3週","B919","KC","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
931,2024-02-19,"2月第3週","L701","KC","着信音の変更方法が知りたい。HPを参照するように伝える。",1,0,0,1,0
2581,2024-02-19,"2月第3週","B919","KC","キャッチホンの設定をオフにしたい。HPを参照するように伝える。",0,0,1,0,0
3524,2024-02-19,"2月第3週","B919","KC","請求書の見方がわからない。１分間当たりの料金を伝える。",1,1,0,0,0
