CUSTID,購入金額合計,クリーム,クレンジング,ネイル,ベースメイク,メイクアップ,化粧水,年代,入会後年数,顧客評価
101405,56797,0.000,0.144,0.000,0.173,0.254,0.429,"30代",5,"MrankA"
101406,28005,0.000,0.049,0.000,0.044,0.622,0.285,"40代",10,"MrankB"
101407,27982,0.000,0.000,0.000,0.593,0.407,0.000,"30代",3,"MrankC"
101408,10186,0.000,0.000,0.000,0.688,0.312,0.000,"50代",5,"MrankA"
101412,21303,0.000,0.089,0.000,0.000,0.911,0.000,"30代",1,"MrankB"
101415,53810,0.000,0.000,0.056,0.440,0.068,0.437,"30代",9,"MrankC"
101419,31417,0.000,0.523,0.296,0.181,0.000,0.000,"50代",7,"MrankC"
101422,11084,0.000,0.000,0.000,0.000,1.000,0.000,"40代",12,"MrankC"
101423,25620,0.000,0.000,0.000,0.305,0.695,0.000,"40代",2,"MrankC"
101425,17535,0.112,0.000,0.091,0.142,0.656,0.000,"30代",1,"MrankA"
101427,115592,0.037,0.084,0.663,0.076,0.141,0.000,"50代",9,"MrankB"
101429,10630,0.000,0.000,0.422,0.000,0.374,0.203,"20代",12,"MrankC"
101430,48162,0.114,0.309,0.115,0.128,0.230,0.103,"40代",1,"MrankC"
101433,52118,0.570,0.239,0.000,0.114,0.000,0.077,"30代",2,"MrankA"
101435,28007,0.175,0.059,0.170,0.396,0.000,0.200,"30代",12,"MrankB"
101436,35688,0.167,0.124,0.074,0.432,0.034,0.169,"20代",4,"MrankC"
101438,12820,0.000,0.000,0.000,0.101,0.899,0.000,"30代",10,"MrankB"
101443,11954,0.000,0.000,0.702,0.000,0.298,0.000,"20代",2,"MrankA"
101446,39260,0.000,0.000,0.000,0.802,0.198,0.000,"40代",7,"MrankA"
101448,66064,0.000,0.000,0.000,0.000,1.000,0.000,"40代",12,"MrankB"
101449,8333,0.000,0.130,0.000,0.734,0.000,0.136,"40代",5,"MrankC"
101450,46007,0.000,0.000,0.646,0.000,0.354,0.000,"30代",12,"MrankC"
101451,28632,0.000,0.210,0.000,0.108,0.622,0.059,"40代",2,"MrankC"
101454,41081,0.000,0.000,0.000,0.406,0.135,0.459,"40代",7,"MrankB"
101455,53726,0.000,0.522,0.285,0.061,0.133,0.000,"30代",3,"MrankC"
101456,28370,0.000,0.000,0.122,0.723,0.073,0.081,"40代",2,"MrankA"
101457,36451,0.296,0.000,0.041,0.663,0.000,0.000,"40代",8,"MrankA"
101460,31298,0.213,0.000,0.000,0.035,0.204,0.549,"30代",2,"MrankB"
101461,10017,0.000,0.139,0.000,0.162,0.000,0.699,"50代",8,"MrankC"
101464,77405,0.000,0.407,0.238,0.076,0.244,0.035,"20代",4,"MrankA"
101465,51600,0.038,0.029,0.083,0.693,0.099,0.058,"50代",12,"MrankA"
101471,36565,0.056,0.289,0.145,0.098,0.411,0.000,"20代",3,"MrankA"
101473,16560,0.612,0.000,0.000,0.000,0.388,0.000,"50代",11,"MrankB"
101475,63312,0.765,0.000,0.000,0.055,0.000,0.180,"30代",3,"MrankA"
101478,18070,0.000,0.000,0.080,0.000,0.920,0.000,"20代",9,"MrankC"
101479,23400,0.000,0.000,0.179,0.596,0.000,0.224,"40代",3,"MrankA"
101480,38140,0.000,0.000,0.126,0.811,0.063,0.000,"40代",6,"MrankC"
101481,47589,0.000,0.049,0.389,0.000,0.562,0.000,"20代",9,"MrankC"
101482,41231,0.000,0.078,0.027,0.550,0.306,0.039,"50代",3,"MrankC"
101483,29351,0.000,0.165,0.399,0.436,0.000,0.000,"20代",1,"MrankB"
101485,37037,0.650,0.000,0.097,0.044,0.179,0.030,"30代",8,"MrankC"
101487,30597,0.000,0.000,0.000,0.418,0.269,0.313,"50代",4,"MrankC"
101490,10984,0.420,0.143,0.000,0.000,0.322,0.115,"20代",8,"MrankB"
101493,26673,0.000,0.232,0.072,0.120,0.056,0.520,"50代",10,"MrankC"
101495,44160,0.000,0.068,0.529,0.000,0.403,0.000,"50代",9,"MrankB"
101500,72741,0.000,0.034,0.482,0.380,0.053,0.050,"40代",6,"MrankC"
101501,43657,0.175,0.060,0.241,0.122,0.402,0.000,"30代",12,"MrankC"
101502,9310,0.261,0.000,0.000,0.000,0.739,0.000,"50代",3,"MrankC"
101503,13102,0.000,0.000,0.095,0.097,0.249,0.560,"50代",6,"MrankC"
101511,118115,0.000,0.000,0.854,0.028,0.118,0.000,"40代",12,"MrankB"
101516,77083,0.097,0.018,0.147,0.559,0.115,0.064,"20代",10,"MrankB"
101517,50776,0.000,0.316,0.048,0.211,0.425,0.000,"30代",10,"MrankB"
101519,62998,0.104,0.390,0.234,0.271,0.000,0.000,"30代",10,"MrankB"
101520,15100,0.000,0.000,0.670,0.000,0.330,0.000,"30代",6,"MrankC"
101521,21269,0.133,0.000,0.780,0.000,0.000,0.087,"30代",9,"MrankA"
101522,84570,0.000,0.026,0.000,0.000,0.974,0.000,"20代",6,"MrankC"
101528,13572,0.000,0.000,0.297,0.265,0.000,0.438,"30代",10,"MrankC"
101529,33012,0.000,0.000,0.000,0.356,0.417,0.227,"50代",4,"MrankC"
101530,70209,0.059,0.023,0.498,0.019,0.154,0.246,"50代",7,"MrankA"
101532,17672,0.000,0.000,0.190,0.141,0.668,0.000,"20代",7,"MrankC"
101533,22876,0.000,0.000,0.000,0.246,0.754,0.000,"30代",11,"MrankB"
101534,46606,0.060,0.062,0.000,0.622,0.042,0.214,"20代",12,"MrankB"
101536,8908,0.259,0.000,0.263,0.258,0.000,0.220,"20代",4,"MrankC"
101539,57330,0.000,0.000,0.756,0.174,0.000,0.069,"50代",4,"MrankC"
101541,15310,0.000,0.000,0.421,0.114,0.465,0.000,"30代",7,"MrankC"
101542,5792,0.000,0.207,0.336,0.457,0.000,0.000,"50代",1,"MrankA"
101543,21254,0.000,0.000,0.199,0.000,0.801,0.000,"50代",10,"MrankC"
101545,11699,0.000,0.000,0.000,0.000,0.729,0.271,"50代",6,"MrankB"
101547,24628,0.000,0.110,0.142,0.272,0.477,0.000,"20代",10,"MrankB"
101548,35822,0.000,0.302,0.423,0.195,0.080,0.000,"30代",1,"MrankC"
101554,47237,0.228,0.000,0.000,0.526,0.246,0.000,"40代",3,"MrankB"
101556,53733,0.000,0.224,0.048,0.508,0.000,0.220,"30代",4,"MrankC"
101558,9420,0.000,0.828,0.000,0.000,0.000,0.172,"20代",12,"MrankA"
101559,62096,0.000,0.112,0.269,0.021,0.597,0.000,"50代",9,"MrankB"
101560,5880,0.000,0.000,0.000,0.000,1.000,0.000,"40代",7,"MrankB"
101562,47812,0.215,0.000,0.308,0.445,0.031,0.000,"40代",12,"MrankA"
101563,22341,0.000,0.000,0.564,0.000,0.436,0.000,"50代",4,"MrankB"
101564,14928,0.700,0.167,0.000,0.000,0.133,0.000,"50代",6,"MrankB"
101565,72477,0.110,0.000,0.034,0.245,0.412,0.199,"30代",3,"MrankB"
101566,29484,0.000,0.119,0.624,0.043,0.112,0.103,"20代",4,"MrankC"
101568,17551,0.086,0.139,0.179,0.287,0.136,0.173,"20代",12,"MrankB"
101570,42333,0.073,0.150,0.167,0.327,0.033,0.249,"50代",2,"MrankA"
101571,17934,0.000,0.000,0.000,0.183,0.817,0.000,"50代",1,"MrankB"
101573,4555,0.357,0.000,0.000,0.643,0.000,0.000,"40代",2,"MrankC"
101574,44410,0.000,0.000,0.000,0.776,0.224,0.000,"50代",11,"MrankB"
101579,87730,0.724,0.000,0.216,0.000,0.060,0.000,"40代",9,"MrankC"
101582,12917,0.000,0.000,0.160,0.231,0.608,0.000,"30代",10,"MrankC"
101584,53776,0.000,0.188,0.593,0.000,0.056,0.163,"20代",1,"MrankC"
101585,40780,0.000,0.000,0.000,0.000,1.000,0.000,"50代",8,"MrankB"
101586,66458,0.016,0.029,0.000,0.063,0.848,0.044,"30代",10,"MrankA"
101587,6602,0.189,0.000,0.000,0.000,0.593,0.218,"30代",9,"MrankA"
101590,45847,0.163,0.000,0.000,0.623,0.214,0.000,"40代",6,"MrankA"
101591,104924,0.041,0.358,0.184,0.262,0.019,0.137,"40代",12,"MrankB"
101592,60321,0.000,0.000,0.000,0.000,0.284,0.716,"50代",8,"MrankC"
101598,18552,0.065,0.000,0.729,0.206,0.000,0.000,"50代",2,"MrankB"
101599,4193,0.000,0.000,0.000,1.000,0.000,0.000,"20代",5,"MrankC"
101601,31235,0.000,0.000,0.000,0.336,0.000,0.664,"20代",12,"MrankA"
101603,78745,0.000,0.097,0.000,0.589,0.314,0.000,"40代",9,"MrankB"
101606,74689,0.120,0.285,0.091,0.186,0.233,0.084,"30代",9,"MrankB"
101607,24164,0.104,0.360,0.223,0.087,0.000,0.226,"30代",9,"MrankC"
101608,24935,0.000,0.081,0.389,0.440,0.000,0.089,"30代",1,"MrankC"
101609,108113,0.000,0.000,0.196,0.666,0.034,0.104,"30代",3,"MrankC"
101612,29104,0.000,0.000,0.483,0.319,0.137,0.061,"40代",4,"MrankC"
101616,12854,0.000,0.000,0.000,0.804,0.000,0.196,"30代",8,"MrankC"
101618,40932,0.248,0.267,0.350,0.105,0.029,0.000,"30代",11,"MrankB"
101620,47480,0.000,0.000,0.730,0.270,0.000,0.000,"40代",11,"MrankB"
101622,12000,0.000,0.000,1.000,0.000,0.000,0.000,"40代",5,"MrankC"
101623,18503,0.192,0.000,0.000,0.287,0.307,0.214,"20代",6,"MrankB"
101624,67061,0.000,0.041,0.328,0.541,0.000,0.090,"50代",12,"MrankC"
101625,136375,0.000,0.591,0.317,0.025,0.060,0.008,"20代",5,"MrankC"
101626,61823,0.052,0.120,0.000,0.000,0.746,0.083,"20代",6,"MrankC"
101628,22005,0.000,0.245,0.000,0.191,0.360,0.204,"20代",2,"MrankC"
101629,22989,0.414,0.050,0.000,0.321,0.155,0.060,"40代",3,"MrankB"
101630,42833,0.000,0.000,0.000,0.090,0.233,0.677,"30代",3,"MrankC"
101631,19394,0.000,0.000,0.541,0.000,0.459,0.000,"30代",4,"MrankA"
101632,31800,0.000,0.000,0.000,0.170,0.000,0.830,"40代",5,"MrankC"
101633,137582,0.496,0.271,0.021,0.069,0.000,0.143,"50代",9,"MrankC"
101634,23000,0.000,0.000,0.000,0.537,0.359,0.104,"20代",10,"MrankC"
101636,29790,0.332,0.000,0.153,0.362,0.153,0.000,"40代",6,"MrankB"
101638,2455,0.000,0.000,0.413,0.587,0.000,0.000,"20代",12,"MrankB"
101639,18222,0.000,0.000,0.269,0.000,0.000,0.731,"50代",4,"MrankC"
101646,50021,0.000,0.584,0.000,0.000,0.416,0.000,"50代",7,"MrankC"
101647,68032,0.000,0.000,0.000,0.854,0.146,0.000,"50代",3,"MrankA"
101649,33076,0.278,0.000,0.199,0.147,0.106,0.269,"50代",1,"MrankC"
101650,46020,0.434,0.000,0.000,0.066,0.450,0.050,"30代",8,"MrankC"
101657,44682,0.045,0.000,0.344,0.125,0.339,0.147,"40代",8,"MrankA"
101659,8366,0.000,0.000,0.582,0.000,0.418,0.000,"20代",12,"MrankA"
101664,14266,0.000,0.121,0.196,0.683,0.000,0.000,"50代",7,"MrankC"
101666,21002,0.000,0.055,0.000,0.100,0.294,0.551,"20代",12,"MrankB"
101667,18920,0.150,0.060,0.000,0.646,0.000,0.144,"30代",12,"MrankC"
101669,74997,0.000,0.368,0.036,0.285,0.023,0.288,"20代",11,"MrankB"
101670,13846,0.000,0.000,0.000,0.571,0.351,0.078,"50代",11,"MrankB"
101673,118558,0.000,0.000,0.000,0.680,0.216,0.104,"20代",6,"MrankA"
101675,29695,0.000,0.000,0.238,0.443,0.050,0.269,"50代",4,"MrankC"
101677,24393,0.000,0.044,0.438,0.306,0.000,0.212,"50代",1,"MrankA"
101679,13830,0.000,0.000,0.100,0.683,0.000,0.217,"50代",2,"MrankC"
101680,36597,0.000,0.000,0.000,0.185,0.466,0.349,"40代",3,"MrankB"
101681,33054,0.000,0.037,0.121,0.604,0.237,0.000,"30代",11,"MrankA"
101685,14260,0.000,0.000,0.000,0.000,0.000,1.000,"20代",9,"MrankC"
101687,74731,0.131,0.157,0.230,0.380,0.062,0.039,"30代",10,"MrankC"
101688,26560,0.000,0.901,0.000,0.000,0.000,0.099,"50代",11,"MrankC"
101691,59648,0.322,0.000,0.038,0.158,0.205,0.277,"40代",11,"MrankC"
101692,16251,0.000,0.150,0.630,0.000,0.000,0.220,"40代",1,"MrankC"
101695,12306,0.000,0.000,0.000,1.000,0.000,0.000,"20代",11,"MrankC"
101696,190255,0.034,0.024,0.626,0.056,0.078,0.183,"30代",11,"MrankC"
101699,133872,0.048,0.111,0.251,0.343,0.093,0.155,"20代",2,"MrankC"
101700,16580,0.000,0.000,0.000,0.885,0.000,0.115,"50代",8,"MrankC"
101701,22269,0.063,0.085,0.089,0.403,0.270,0.089,"40代",9,"MrankB"
101711,66245,0.000,0.000,0.000,0.404,0.000,0.596,"40代",6,"MrankA"
101713,46530,0.000,1.000,0.000,0.000,0.000,0.000,"40代",4,"MrankB"
101714,1092,0.000,0.000,0.000,0.000,1.000,0.000,"50代",5,"MrankC"
101718,23076,1.000,0.000,0.000,0.000,0.000,0.000,"40代",4,"MrankC"
101719,51460,0.325,0.055,0.037,0.374,0.183,0.026,"20代",1,"MrankC"
101723,24515,0.000,1.000,0.000,0.000,0.000,0.000,"40代",12,"MrankA"
101726,27817,0.000,0.129,0.330,0.232,0.309,0.000,"50代",5,"MrankB"
101730,73331,0.025,0.000,0.333,0.202,0.362,0.078,"30代",10,"MrankC"
101731,53844,0.137,0.148,0.234,0.107,0.374,0.000,"20代",2,"MrankC"
101733,20203,0.168,0.000,0.238,0.348,0.000,0.246,"40代",10,"MrankB"
101734,15903,0.234,0.150,0.000,0.000,0.000,0.616,"50代",11,"MrankC"
101735,27140,0.794,0.000,0.000,0.000,0.206,0.000,"20代",9,"MrankA"
101737,9601,0.352,0.000,0.269,0.183,0.196,0.000,"30代",3,"MrankA"
101740,20434,0.121,0.538,0.120,0.061,0.158,0.000,"20代",11,"MrankC"
101741,15384,0.096,0.400,0.285,0.072,0.000,0.146,"40代",4,"MrankB"
101742,21270,0.000,0.000,0.114,0.886,0.000,0.000,"40代",10,"MrankC"
101743,14800,0.000,0.668,0.000,0.000,0.241,0.091,"30代",12,"MrankB"
101748,24486,0.179,0.065,0.207,0.549,0.000,0.000,"20代",10,"MrankB"
101751,10070,0.000,0.156,0.000,0.000,0.168,0.675,"40代",1,"MrankC"
101753,55730,0.000,0.000,0.000,0.452,0.000,0.548,"50代",3,"MrankC"
101755,16039,0.373,0.000,0.358,0.097,0.172,0.000,"50代",6,"MrankA"
101761,12393,0.000,0.207,0.356,0.000,0.000,0.437,"40代",6,"MrankA"
101762,18280,0.000,0.000,0.000,0.382,0.618,0.000,"50代",6,"MrankB"
101763,4860,0.000,0.000,0.000,1.000,0.000,0.000,"30代",7,"MrankC"
101764,14367,0.000,0.000,0.000,0.342,0.000,0.658,"20代",6,"MrankC"
101768,46214,0.000,0.000,0.000,1.000,0.000,0.000,"30代",9,"MrankA"
101770,30982,0.000,0.038,0.378,0.109,0.393,0.081,"30代",6,"MrankC"
101773,7414,0.162,0.000,0.000,0.702,0.000,0.136,"50代",12,"MrankB"
101774,11028,0.000,0.000,0.116,0.551,0.000,0.333,"50代",5,"MrankC"
101776,41783,0.000,0.000,0.027,0.509,0.085,0.379,"50代",4,"MrankC"
101779,35250,0.097,0.517,0.386,0.000,0.000,0.000,"20代",9,"MrankC"
101780,77848,0.000,0.035,0.086,0.000,0.133,0.745,"40代",3,"MrankC"
101781,82831,0.077,0.000,0.048,0.727,0.050,0.098,"50代",10,"MrankB"
101783,24213,0.000,0.211,0.000,0.789,0.000,0.000,"40代",8,"MrankC"
101786,52971,0.000,0.000,0.090,0.476,0.331,0.103,"50代",3,"MrankC"
101789,37636,0.264,0.407,0.000,0.129,0.199,0.000,"20代",8,"MrankA"
101792,41016,0.044,0.195,0.194,0.529,0.000,0.039,"40代",8,"MrankB"
101793,51165,0.056,0.000,0.445,0.233,0.137,0.129,"20代",7,"MrankC"
101794,6030,0.000,0.000,0.000,1.000,0.000,0.000,"20代",11,"MrankC"
101797,26043,0.213,0.000,0.361,0.426,0.000,0.000,"50代",8,"MrankC"
101798,72962,0.063,0.143,0.084,0.194,0.291,0.224,"50代",5,"MrankA"
101803,43468,0.092,0.226,0.080,0.546,0.031,0.024,"30代",10,"MrankA"
101805,51442,0.000,0.000,0.058,0.616,0.327,0.000,"50代",6,"MrankC"
101810,38813,0.214,0.000,0.056,0.550,0.180,0.000,"40代",10,"MrankC"
101814,20437,0.340,0.000,0.274,0.211,0.000,0.175,"50代",9,"MrankB"
101816,18185,0.164,0.272,0.000,0.128,0.000,0.436,"50代",9,"MrankB"
101818,17265,0.000,0.140,0.000,0.000,0.860,0.000,"50代",2,"MrankC"
101820,31150,0.101,0.260,0.000,0.426,0.149,0.064,"50代",7,"MrankC"
101824,41136,0.000,0.000,0.419,0.478,0.103,0.000,"40代",5,"MrankA"
101825,22703,0.249,0.226,0.224,0.000,0.082,0.219,"20代",11,"MrankC"
101827,18082,0.000,0.199,0.215,0.212,0.287,0.087,"20代",11,"MrankC"
101829,31330,0.138,0.000,0.000,0.862,0.000,0.000,"30代",11,"MrankC"
101830,75050,0.000,0.000,0.000,0.000,0.068,0.932,"30代",1,"MrankB"
101831,15755,0.000,0.000,0.703,0.000,0.203,0.094,"20代",12,"MrankB"
101834,14536,0.000,0.136,0.000,0.316,0.548,0.000,"30代",10,"MrankC"
101836,106887,0.061,0.000,0.032,0.126,0.139,0.641,"20代",10,"MrankB"
101839,42871,0.118,0.000,0.082,0.324,0.476,0.000,"40代",3,"MrankC"
101841,60151,0.000,0.731,0.024,0.152,0.070,0.022,"40代",5,"MrankA"
101844,29980,0.039,0.000,0.000,0.175,0.786,0.000,"20代",9,"MrankC"
101846,8510,0.000,0.000,0.582,0.000,0.418,0.000,"20代",8,"MrankC"
101848,305310,0.000,0.084,0.005,0.000,0.911,0.000,"30代",2,"MrankB"
101850,75361,0.181,0.210,0.121,0.096,0.391,0.000,"40代",8,"MrankC"
101852,11662,0.000,0.290,0.364,0.227,0.120,0.000,"20代",5,"MrankC"
101853,17246,0.000,0.521,0.479,0.000,0.000,0.000,"40代",2,"MrankC"
101854,51807,0.000,0.085,0.000,0.421,0.494,0.000,"20代",5,"MrankB"
101855,50976,0.056,0.027,0.242,0.430,0.101,0.143,"50代",10,"MrankC"
101860,31505,0.000,0.000,0.059,0.941,0.000,0.000,"50代",2,"MrankB"
101862,4946,0.000,0.000,0.000,0.637,0.000,0.363,"30代",3,"MrankC"
101867,63550,0.146,0.000,0.000,0.854,0.000,0.000,"30代",1,"MrankB"
101870,41206,0.000,0.000,0.119,0.000,0.622,0.259,"50代",8,"MrankB"
101883,36311,0.000,0.462,0.126,0.000,0.413,0.000,"20代",9,"MrankB"
101884,31519,0.413,0.161,0.061,0.365,0.000,0.000,"40代",9,"MrankC"
101885,51539,0.000,0.112,0.000,0.140,0.713,0.036,"20代",11,"MrankC"
101888,8950,0.000,0.267,0.113,0.375,0.000,0.244,"50代",3,"MrankB"
101890,25160,0.000,0.000,0.079,0.229,0.222,0.470,"20代",2,"MrankB"
101891,19235,0.528,0.472,0.000,0.000,0.000,0.000,"40代",9,"MrankB"
101892,48124,0.163,0.000,0.469,0.121,0.219,0.028,"30代",8,"MrankB"
101893,37075,0.000,0.000,0.059,0.173,0.728,0.040,"30代",4,"MrankC"
101897,4765,0.727,0.000,0.000,0.273,0.000,0.000,"40代",12,"MrankC"
101898,24044,0.000,0.000,0.000,0.061,0.837,0.101,"40代",9,"MrankA"
101899,32340,0.000,1.000,0.000,0.000,0.000,0.000,"30代",10,"MrankC"
101900,2460,0.000,0.000,0.000,0.000,1.000,0.000,"20代",2,"MrankC"
101901,9195,0.000,0.000,0.000,1.000,0.000,0.000,"40代",9,"MrankB"
101902,34847,0.000,0.184,0.000,0.354,0.397,0.065,"20代",9,"MrankC"
101904,13782,0.368,0.000,0.000,0.632,0.000,0.000,"20代",11,"MrankC"
101908,43090,0.209,0.000,0.066,0.725,0.000,0.000,"20代",10,"MrankC"
101912,17698,0.000,0.000,0.172,0.535,0.000,0.293,"40代",12,"MrankC"
101913,15280,0.000,0.705,0.000,0.295,0.000,0.000,"20代",2,"MrankC"
101916,51035,0.000,0.095,0.088,0.253,0.368,0.196,"20代",7,"MrankC"
101918,153491,0.000,0.000,0.023,0.051,0.919,0.007,"20代",1,"MrankB"
101920,28328,0.000,0.000,0.599,0.296,0.104,0.000,"40代",11,"MrankC"
101921,43114,0.000,0.028,0.819,0.122,0.031,0.000,"50代",1,"MrankC"
101924,59274,0.023,0.000,0.018,0.549,0.094,0.316,"40代",6,"MrankC"
101925,29892,0.043,0.135,0.111,0.105,0.383,0.222,"20代",5,"MrankB"
101929,24405,0.000,0.000,0.185,0.716,0.099,0.000,"40代",4,"MrankB"
101930,9884,0.000,0.000,0.248,0.111,0.000,0.641,"50代",1,"MrankC"
101934,8020,0.000,0.000,0.000,1.000,0.000,0.000,"30代",5,"MrankB"
101935,7883,0.000,0.684,0.000,0.316,0.000,0.000,"30代",8,"MrankC"
101936,13420,0.000,0.666,0.000,0.075,0.000,0.259,"40代",9,"MrankB"
101937,137636,0.022,0.025,0.237,0.331,0.000,0.384,"40代",5,"MrankB"
101938,21764,0.000,0.000,0.000,1.000,0.000,0.000,"40代",10,"MrankB"
101939,13310,0.368,0.192,0.000,0.000,0.000,0.440,"50代",7,"MrankC"
101940,39223,0.000,0.000,0.000,0.896,0.032,0.072,"50代",9,"MrankA"
101942,9194,0.883,0.000,0.117,0.000,0.000,0.000,"30代",12,"MrankA"
101943,2980,0.000,0.000,0.604,0.000,0.000,0.396,"40代",5,"MrankC"
101944,20778,0.000,0.000,0.000,0.853,0.000,0.147,"40代",1,"MrankB"
101945,31609,0.000,0.000,0.721,0.125,0.000,0.154,"30代",5,"MrankC"
101954,31980,0.000,0.000,0.281,0.000,0.173,0.545,"50代",11,"MrankA"
101958,30413,0.000,0.000,0.965,0.035,0.000,0.000,"40代",4,"MrankB"
101959,15617,0.000,0.563,0.000,0.334,0.000,0.102,"50代",2,"MrankA"
101962,17100,0.000,0.000,0.000,1.000,0.000,0.000,"50代",11,"MrankA"
101963,17201,0.000,0.000,0.516,0.235,0.000,0.249,"50代",2,"MrankB"
101964,18219,0.098,0.000,0.000,0.000,0.902,0.000,"30代",5,"MrankC"
101965,97807,0.023,0.000,0.011,0.294,0.041,0.632,"50代",12,"MrankC"
101967,48355,0.025,0.270,0.000,0.031,0.000,0.674,"50代",3,"MrankC"
101968,8532,0.000,0.000,0.000,1.000,0.000,0.000,"30代",4,"MrankC"
101970,19450,0.000,0.081,0.000,0.304,0.615,0.000,"40代",7,"MrankB"
101973,14190,0.000,1.000,0.000,0.000,0.000,0.000,"40代",6,"MrankB"
101975,30905,0.000,0.000,0.383,0.000,0.617,0.000,"40代",2,"MrankB"
101976,33900,0.211,0.000,0.000,0.212,0.408,0.170,"20代",11,"MrankB"
101980,37501,0.159,0.037,0.000,0.553,0.045,0.207,"20代",6,"MrankC"
101982,10014,0.116,0.000,0.307,0.425,0.000,0.152,"40代",12,"MrankC"
101985,94010,0.032,0.072,0.264,0.104,0.527,0.000,"50代",6,"MrankC"
101988,105703,0.000,0.017,0.410,0.253,0.283,0.037,"30代",2,"MrankB"
101990,13360,0.087,0.000,0.000,0.913,0.000,0.000,"50代",12,"MrankB"
101992,30898,0.000,0.303,0.000,0.437,0.152,0.108,"40代",2,"MrankC"
101997,104015,0.000,0.061,0.010,0.534,0.140,0.255,"50代",8,"MrankB"
101998,29945,0.049,0.057,0.136,0.037,0.721,0.000,"30代",1,"MrankB"
101999,36800,0.057,0.000,0.223,0.000,0.452,0.269,"40代",10,"MrankA"
102001,49106,0.000,0.000,0.000,0.329,0.259,0.411,"50代",3,"MrankC"
102003,80362,0.079,0.196,0.204,0.220,0.000,0.302,"20代",7,"MrankC"
102004,18703,0.064,0.000,0.244,0.391,0.069,0.233,"20代",1,"MrankC"
102005,25713,0.062,0.077,0.041,0.543,0.277,0.000,"50代",10,"MrankB"
102010,11820,0.124,0.127,0.249,0.114,0.000,0.386,"50代",12,"MrankA"
102011,26320,0.000,0.308,0.000,0.277,0.415,0.000,"30代",6,"MrankB"
102012,6840,0.000,0.000,0.000,0.711,0.289,0.000,"30代",9,"MrankB"
102015,41506,0.000,0.000,0.272,0.168,0.144,0.416,"30代",4,"MrankC"
102018,21401,0.000,0.000,0.000,0.000,0.916,0.084,"40代",3,"MrankC"
102021,34219,0.000,0.000,0.701,0.241,0.000,0.058,"40代",11,"MrankC"
102024,12490,0.152,0.000,0.000,0.395,0.453,0.000,"30代",4,"MrankB"
102027,5380,0.000,0.000,0.000,0.000,0.801,0.199,"40代",2,"MrankC"
102029,30698,0.659,0.000,0.038,0.065,0.000,0.238,"50代",6,"MrankC"
102030,34131,0.000,0.158,0.000,0.100,0.710,0.032,"30代",6,"MrankB"
102034,10087,0.000,0.143,0.000,0.593,0.146,0.119,"20代",3,"MrankB"
102038,7156,0.000,0.000,0.000,1.000,0.000,0.000,"40代",8,"MrankB"
102039,53626,0.000,0.021,0.069,0.144,0.742,0.025,"50代",9,"MrankA"
102041,64201,0.000,0.000,0.696,0.000,0.304,0.000,"40代",1,"MrankB"
102045,41032,0.142,0.045,0.170,0.237,0.323,0.083,"40代",10,"MrankC"
102049,9530,0.000,0.000,0.000,0.843,0.000,0.157,"30代",6,"MrankB"
102051,14380,0.000,0.000,0.000,1.000,0.000,0.000,"30代",7,"MrankC"
102052,7596,0.242,0.000,0.444,0.000,0.000,0.313,"50代",10,"MrankA"
102063,38943,0.358,0.000,0.106,0.339,0.198,0.000,"50代",12,"MrankA"
102064,22680,0.000,0.000,0.084,0.251,0.000,0.665,"30代",8,"MrankA"
102065,59194,0.238,0.064,0.186,0.460,0.000,0.052,"20代",6,"MrankB"
102066,10005,1.000,0.000,0.000,0.000,0.000,0.000,"30代",12,"MrankB"
102068,17597,0.000,0.000,0.000,0.858,0.000,0.142,"20代",6,"MrankC"
102071,5250,0.000,0.000,0.000,0.000,0.000,1.000,"20代",6,"MrankC"
102078,16062,0.000,0.000,0.212,0.665,0.000,0.123,"30代",1,"MrankB"
102082,11022,0.000,0.000,0.000,0.362,0.000,0.638,"50代",10,"MrankB"
102083,25601,0.194,0.000,0.606,0.201,0.000,0.000,"40代",5,"MrankC"
102085,25540,0.081,0.172,0.000,0.336,0.314,0.097,"50代",7,"MrankB"
102086,12148,0.000,0.318,0.000,0.389,0.293,0.000,"30代",3,"MrankC"
102090,39858,0.288,0.000,0.151,0.445,0.116,0.000,"30代",5,"MrankB"
102091,74520,0.029,0.000,0.118,0.221,0.000,0.632,"40代",8,"MrankC"
102095,64028,0.144,0.000,0.000,0.075,0.000,0.781,"30代",6,"MrankC"
102098,35891,0.244,0.149,0.448,0.158,0.000,0.000,"30代",2,"MrankB"
102103,14996,0.000,0.243,0.173,0.352,0.231,0.000,"30代",5,"MrankB"
102105,47055,0.222,0.000,0.000,0.531,0.000,0.247,"20代",8,"MrankC"
102109,42951,0.192,0.030,0.130,0.356,0.292,0.000,"50代",12,"MrankB"
102112,58350,0.137,0.000,0.145,0.624,0.000,0.094,"30代",12,"MrankA"
102117,65629,0.018,0.395,0.030,0.414,0.090,0.053,"30代",7,"MrankB"
102119,255016,0.005,0.005,0.000,0.878,0.111,0.000,"50代",12,"MrankC"
102122,9972,0.401,0.000,0.000,0.000,0.599,0.000,"20代",12,"MrankC"
102123,74584,0.478,0.000,0.101,0.164,0.257,0.000,"50代",7,"MrankB"
102126,38417,0.000,0.150,0.000,0.325,0.525,0.000,"50代",1,"MrankC"
102129,14858,0.000,0.127,0.225,0.428,0.000,0.220,"30代",12,"MrankB"
