取引日,取引時刻,店舗ID,レジID,取引番号,行番号,商品コード,商品名,カテゴリ,数量,本体単価(税抜),割引額,税率,税額,小計(税抜),小計(税込)
2025-12-22,08:47:59,"TOKYO001","R01","T001545",1,"SKU02486","ラテ 1000ml","コーヒー",1,133,27,0.080,8,106,114
2025-12-22,08:47:59,"TOKYO001","R01","T001545",2,"SKU01709","キッチンペーパー 2個入り","日用品",1,292,0,0.100,29,292,321
2025-12-22,08:48:03,"TOKYO001","R01","T003835",1,"SKU00587","オレンジジュース (大)","飲料",1,113,0,0.080,9,113,122
2025-12-22,08:48:03,"TOKYO001","R01","T003835",2,"SKU02831","メロンパン (小)","ベーカリー",1,160,0,0.080,13,160,173
2025-12-22,08:48:15,"TOKYO001","R03","T001646",1,"SKU02749","日本酒 小瓶 200ml","酒類",1,220,0,0.100,22,220,242
2025-12-22,08:48:15,"TOKYO001","R03","T001646",2,"SKU00008","フライドポテト 1000ml","ホットスナック",1,239,0,0.080,19,239,258
2025-12-22,08:48:15,"TOKYO001","R03","T001646",3,"SKU00263","コーヒー飲料 2個入り","飲料",3,116,0,0.080,28,348,376
2025-12-22,08:48:43,"TOKYO001","R01","T003707",1,"SKU01857","ライト","たばこ",1,691,0,0.100,69,691,760
2025-12-22,08:48:43,"TOKYO001","R01","T003707",2,"SKU01537","ナッツミックス 2個入り","スナック菓子",1,150,0,0.080,12,150,162
2025-12-22,08:48:43,"TOKYO001","R01","T003707",3,"SKU02844","ツナサラダ 1000ml","サラダ",1,247,0,0.080,20,247,267
2025-12-22,08:48:48,"TOKYO001","R03","T003395",1,"SKU02679","炭酸水 (大)","飲料",1,144,0,0.080,12,144,156
2025-12-22,08:48:48,"TOKYO001","R03","T003395",2,"SKU00332","レギュラー 1個","たばこ",1,703,0,0.100,70,703,773
2025-12-22,08:48:48,"TOKYO001","R03","T003395",3,"SKU01217","ほうじ茶 1000ml","飲料",1,148,0,0.080,12,148,160
2025-12-22,08:48:48,"TOKYO001","R03","T003395",4,"SKU00612","日本酒 小瓶 500ml","酒類",1,1299,0,0.100,130,1299,1429
2025-12-22,08:48:48,"TOKYO001","R03","T003395",5,"SKU02072","バウムクーヘン (小)","デザート",1,185,28,0.080,13,157,170
2025-12-22,08:48:48,"TOKYO001","R03","T003395",6,"SKU02904","昆布おにぎり 500ml","おにぎり",1,128,0,0.080,10,128,138
2025-12-22,08:48:53,"TOKYO001","R05","T003403",1,"SKU02822","せんべい 2個入り","スナック菓子",1,219,0,0.080,18,219,237
2025-12-22,08:48:53,"TOKYO001","R05","T003403",2,"SKU02016","昆布おにぎり","おにぎり",1,162,24,0.080,11,138,149
2025-12-22,08:49:06,"TOKYO001","R07","T000671",1,"SKU01325","ラテ ハーフ","コーヒー",3,141,0,0.080,34,423,457
2025-12-22,08:49:09,"TOKYO001","R03","T001750",1,"SKU00299","キッチンペーパー 500ml","日用品",1,456,0,0.100,46,456,502
2025-12-22,08:49:09,"TOKYO001","R03","T001750",2,"SKU00856","チョコスナック (大)","スナック菓子",1,244,0,0.080,20,244,264
2025-12-22,08:49:09,"TOKYO001","R03","T001750",3,"SKU01050","ミネラルウォーター 1個","飲料",1,166,0,0.080,13,166,179
2025-12-22,08:49:13,"TOKYO001","R05","T002374",1,"SKU01809","クラッカー ハーフ","スナック菓子",1,295,15,0.080,22,280,302
2025-12-22,08:49:15,"TOKYO001","R04","T002604",1,"SKU01334","カフェオレ 1個","コーヒー",1,165,0,0.080,13,165,178
2025-12-22,08:49:20,"TOKYO001","R08","T003249",1,"SKU00996","ほうじ茶 ハーフ","飲料",1,144,0,0.080,12,144,156
2025-12-22,08:49:26,"TOKYO001","R02","T000261",1,"SKU01450","実用書 2個入り","雑誌・書籍",1,880,0,0.100,88,880,968
2025-12-22,08:49:26,"TOKYO001","R02","T000261",2,"SKU01822","コーラ ハーフ","飲料",1,176,0,0.080,14,176,190
2025-12-22,08:49:26,"TOKYO001","R02","T000261",3,"SKU01690","メンソール 500ml","たばこ",1,619,0,0.100,62,619,681
2025-12-22,08:50:05,"TOKYO001","R06","T003818",1,"SKU02154","ワイン ハーフ 2個入り","酒類",2,970,0,0.100,194,1940,2134
2025-12-22,08:50:05,"TOKYO001","R06","T003818",2,"SKU01564","焼きそば","弁当・惣菜",1,467,0,0.080,37,467,504
2025-12-22,08:50:05,"TOKYO001","R06","T003818",3,"SKU00782","チョコアイス","アイスクリーム",1,168,0,0.080,13,168,181
2025-12-22,08:50:05,"TOKYO001","R06","T003818",4,"SKU00704","ミネラルウォーター 500ml","飲料",1,141,0,0.080,11,141,152
2025-12-22,08:50:12,"TOKYO001","R07","T002933",1,"SKU01749","ライト 500ml","たばこ",3,652,0,0.100,196,1956,2152
2025-12-22,08:50:12,"TOKYO001","R07","T002933",2,"SKU00735","ツナマヨおにぎり 2個入り","おにぎり",1,118,0,0.080,9,118,127
2025-12-22,08:50:12,"TOKYO001","R07","T002933",3,"SKU01899","梅おにぎり 200ml","おにぎり",1,157,0,0.080,13,157,170
2025-12-22,08:50:12,"TOKYO001","R07","T002933",4,"SKU01471","最中アイス 2個入り","アイスクリーム",1,237,0,0.080,19,237,256
2025-12-22,08:50:13,"TOKYO001","R04","T004833",1,"SKU00498","ミネラルウォーター 200ml","飲料",1,117,0,0.080,9,117,126
2025-12-22,08:50:13,"TOKYO001","R04","T004833",2,"SKU01857","ライト","たばこ",1,691,0,0.100,69,691,760
2025-12-22,08:50:13,"TOKYO001","R04","T004833",3,"SKU02472","アイスコーヒー 1個","コーヒー",1,170,17,0.080,12,153,165
2025-12-22,08:50:33,"TOKYO001","R03","T003899",1,"SKU01593","烏龍茶 2個入り","飲料",2,177,0,0.080,28,354,382
2025-12-22,08:50:38,"TOKYO001","R08","T001324",1,"SKU01829","ワイン ハーフ ハーフ","酒類",1,1382,0,0.100,138,1382,1520
2025-12-22,08:50:38,"TOKYO001","R08","T001324",2,"SKU01433","ゼリー","デザート",1,302,0,0.080,24,302,326
2025-12-22,08:50:38,"TOKYO001","R08","T001324",3,"SKU02312","フライドポテト 1個","ホットスナック",1,158,0,0.080,13,158,171
2025-12-22,08:50:38,"TOKYO001","R08","T001324",4,"SKU02566","パスタサラダ (小)","弁当・惣菜",2,444,0,0.080,71,888,959
2025-12-22,08:50:40,"TOKYO001","R03","T001971",1,"SKU00368","カップ焼きそば 1000ml","即席麺",1,236,0,0.080,19,236,255
2025-12-22,08:50:40,"TOKYO001","R03","T001971",2,"SKU02466","ナッツミックス (小)","スナック菓子",1,269,0,0.080,22,269,291
2025-12-22,08:50:41,"TOKYO001","R02","T000515",1,"SKU00480","ゼリー (小)","デザート",1,369,0,0.080,30,369,399
2025-12-22,08:50:41,"TOKYO001","R02","T000515",2,"SKU02681","焼きそば 500ml","弁当・惣菜",1,368,0,0.080,29,368,397
2025-12-22,08:50:48,"TOKYO001","R05","T001770",1,"SKU01805","高菜おにぎり 500ml","おにぎり",1,169,0,0.080,14,169,183
2025-12-22,08:50:48,"TOKYO001","R05","T001770",2,"SKU00784","ツナマヨおにぎり ハーフ","おにぎり",1,129,0,0.080,10,129,139
2025-12-22,08:50:48,"TOKYO001","R05","T001770",3,"SKU00223","コーラ 200ml","飲料",2,92,0,0.080,15,184,199
2025-12-22,08:50:48,"TOKYO001","R05","T001770",4,"SKU02374","あんパン 2個入り","ベーカリー",1,202,0,0.080,16,202,218
2025-12-22,08:50:48,"TOKYO001","R05","T001770",5,"SKU00659","ティッシュ 500ml","日用品",1,515,0,0.100,52,515,567
2025-12-22,08:50:48,"TOKYO001","R01","T003018",1,"SKU01523","高菜おにぎり (大)","おにぎり",1,148,0,0.080,12,148,160
2025-12-22,08:50:48,"TOKYO001","R01","T003018",2,"SKU00871","高菜おにぎり 2個入り","おにぎり",1,197,0,0.080,16,197,213
2025-12-22,08:50:48,"TOKYO001","R01","T003018",3,"SKU01499","明太子おにぎり (小)","おにぎり",2,168,0,0.080,27,336,363
2025-12-22,08:50:57,"TOKYO001","R06","T004147",1,"SKU02003","カップうどん 1個","即席麺",1,188,0,0.080,15,188,203
2025-12-22,08:50:57,"TOKYO001","R06","T004147",2,"SKU02898","チキン南蛮弁当 1000ml","弁当・惣菜",1,563,0,0.080,45,563,608
2025-12-22,08:51:33,"TOKYO001","R07","T001928",1,"SKU02171","実用書 1000ml","雑誌・書籍",1,377,0,0.100,38,377,415
2025-12-22,08:51:33,"TOKYO001","R07","T001928",2,"SKU01533","メンソール 200ml","たばこ",1,702,0,0.100,70,702,772
2025-12-22,08:51:33,"TOKYO001","R07","T001928",3,"SKU01185","ミネラルウォーター ハーフ","飲料",1,160,0,0.080,13,160,173
2025-12-22,08:51:33,"TOKYO001","R07","T001928",4,"SKU02510","カップうどん (小)","即席麺",1,220,0,0.080,18,220,238
2025-12-22,08:51:35,"TOKYO001","R08","T003416",1,"SKU01651","炭酸水 2個入り","飲料",1,138,0,0.080,11,138,149
2025-12-22,08:52:00,"TOKYO001","R06","T000895",1,"SKU00755","炭酸水 (小)","飲料",1,114,0,0.080,9,114,123
2025-12-22,08:52:11,"TOKYO001","R06","T004670",1,"SKU02792","アイスコーヒー (大)","コーヒー",1,162,0,0.080,13,162,175
2025-12-22,08:52:11,"TOKYO001","R06","T004670",2,"SKU02106","幕の内弁当 ハーフ","弁当・惣菜",1,639,0,0.080,51,639,690
2025-12-22,08:52:11,"TOKYO001","R06","T004670",3,"SKU00834","ナッツミックス 1000ml","スナック菓子",1,213,0,0.080,17,213,230
2025-12-22,08:52:20,"TOKYO001","R03","T001973",1,"SKU01561","梅おにぎり 200ml","おにぎり",1,196,0,0.080,16,196,212
2025-12-22,08:52:20,"TOKYO001","R03","T001973",2,"SKU02785","コロッケ 1個","ホットスナック",1,341,0,0.080,27,341,368
2025-12-22,08:52:20,"TOKYO001","R03","T001973",3,"SKU00582","ラテ 2個入り","コーヒー",1,161,0,0.080,13,161,174
2025-12-22,08:52:20,"TOKYO001","R03","T001973",4,"SKU02787","コーンサラダ (大)","サラダ",1,356,53,0.080,24,303,327
2025-12-22,08:52:20,"TOKYO001","R03","T001973",5,"SKU02565","梅おにぎり 200ml","おにぎり",1,197,0,0.080,16,197,213
2025-12-22,08:52:46,"TOKYO001","R06","T002332",1,"SKU02044","烏龍茶 2個入り","飲料",1,157,0,0.080,13,157,170
2025-12-22,08:52:49,"TOKYO001","R02","T002085",1,"SKU02974","ライト 2個入り","たばこ",2,593,0,0.100,119,1186,1305
2025-12-22,08:52:49,"TOKYO001","R02","T002085",2,"SKU00852","ライト ハーフ","たばこ",1,661,0,0.100,66,661,727
2025-12-22,08:52:49,"TOKYO001","R02","T002085",3,"SKU00863","シュークリーム 2個入り","デザート",1,274,0,0.080,22,274,296
2025-12-22,08:53:22,"TOKYO001","R05","T004232",1,"SKU00028","ロールケーキ","デザート",2,179,0,0.080,29,358,387
2025-12-22,08:53:27,"TOKYO001","R02","T003927",1,"SKU02749","日本酒 小瓶 200ml","酒類",1,220,0,0.100,22,220,242
2025-12-22,08:53:27,"TOKYO001","R02","T003927",2,"SKU02414","炭酸水 2個入り","飲料",1,103,0,0.080,8,103,111
2025-12-22,08:53:27,"TOKYO001","R02","T003927",3,"SKU01508","チーズケーキ 2個入り","デザート",1,164,0,0.080,13,164,177
2025-12-22,08:53:27,"TOKYO001","R02","T003927",4,"SKU02735","チキンサラダ ハーフ","サラダ",1,312,0,0.080,25,312,337
2025-12-22,08:53:54,"TOKYO001","R07","T002278",1,"SKU01674","発泡酒","酒類",1,841,0,0.100,84,841,925
2025-12-22,08:53:56,"TOKYO001","R04","T004971",1,"SKU00148","ロールケーキ ハーフ","デザート",1,153,0,0.080,12,153,165
2025-12-22,08:54:05,"TOKYO001","R07","T000710",1,"SKU00413","ポテトサラダ 200ml","サラダ",1,306,0,0.080,24,306,330
2025-12-22,08:54:07,"TOKYO001","R05","T002303",1,"SKU00036","発泡酒 ハーフ","酒類",1,841,0,0.100,84,841,925
2025-12-22,08:54:08,"TOKYO001","R03","T001168",1,"SKU02041","コロッケ 2個入り","ホットスナック",1,186,0,0.080,15,186,201
2025-12-22,08:54:12,"TOKYO001","R05","T002940",1,"SKU01770","高菜おにぎり 1個","おにぎり",2,114,0,0.080,18,228,246
2025-12-22,08:54:14,"TOKYO001","R08","T002620",1,"SKU02833","ミネラルウォーター 1000ml","飲料",1,107,0,0.080,9,107,116
2025-12-22,08:54:14,"TOKYO001","R08","T002620",2,"SKU01580","チョコアイス 2個入り","アイスクリーム",1,252,0,0.080,20,252,272
2025-12-22,08:54:14,"TOKYO001","R08","T002620",3,"SKU01185","ミネラルウォーター ハーフ","飲料",1,160,0,0.080,13,160,173
2025-12-22,08:54:14,"TOKYO001","R08","T002620",4,"SKU01183","ティッシュ 1個","日用品",1,486,0,0.100,49,486,535
2025-12-22,08:54:45,"TOKYO001","R04","T001391",1,"SKU02076","フライドチキン 500ml","ホットスナック",1,305,0,0.080,24,305,329
2025-12-22,08:54:45,"TOKYO001","R04","T001391",2,"SKU01078","月刊誌 (大)","雑誌・書籍",1,310,0,0.100,31,310,341
2025-12-22,08:54:45,"TOKYO001","R04","T001391",3,"SKU00639","チキン南蛮弁当","弁当・惣菜",2,390,0,0.080,62,780,842
2025-12-22,08:55:00,"TOKYO001","R08","T001846",1,"SKU01727","シュークリーム (大)","デザート",1,123,0,0.080,10,123,133
2025-12-22,08:55:00,"TOKYO001","R08","T001846",2,"SKU02913","ライト 2個入り","たばこ",1,611,0,0.100,61,611,672
2025-12-22,08:55:00,"TOKYO001","R08","T001846",3,"SKU01889","レギュラー 200ml","たばこ",1,587,0,0.100,59,587,646
2025-12-22,08:55:25,"TOKYO001","R08","T002639",1,"SKU00005","ミネラルウォーター","飲料",1,98,0,0.080,8,98,106
2025-12-22,08:55:38,"TOKYO001","R08","T004822",1,"SKU01624","ツナサラダ (小)","サラダ",1,360,0,0.080,29,360,389
2025-12-22,08:55:38,"TOKYO001","R08","T004822",2,"SKU02974","ライト 2個入り","たばこ",1,593,0,0.100,59,593,652
2025-12-22,08:55:38,"TOKYO001","R08","T004822",3,"SKU01683","スポンジ 1000ml","日用品",1,616,0,0.100,62,616,678
2025-12-22,08:55:38,"TOKYO001","R08","T004822",4,"SKU01338","文庫本","雑誌・書籍",1,392,0,0.100,39,392,431
2025-12-22,08:55:56,"TOKYO001","R04","T004370",1,"SKU00799","月刊誌 200ml","雑誌・書籍",1,507,0,0.100,51,507,558
2025-12-22,08:55:56,"TOKYO001","R04","T004370",2,"SKU01312","カップうどん 500ml","即席麺",1,270,0,0.080,22,270,292
2025-12-22,08:55:56,"TOKYO001","R04","T004370",3,"SKU02960","ワイン ハーフ 1000ml","酒類",3,1012,304,0.100,273,2732,3005
2025-12-22,08:55:56,"TOKYO001","R04","T004370",4,"SKU00622","ポテトチップス しお 2個入り","スナック菓子",1,277,0,0.080,22,277,299
2025-12-22,08:55:56,"TOKYO001","R04","T004370",5,"SKU02553","発泡酒 500ml","酒類",2,1293,0,0.100,259,2586,2845
2025-12-22,08:55:58,"TOKYO001","R01","T002993",1,"SKU00401","ミネラルウォーター","飲料",1,179,0,0.080,14,179,193
2025-12-22,08:56:00,"TOKYO001","R04","T004053",1,"SKU01709","キッチンペーパー 2個入り","日用品",3,292,0,0.100,88,876,964
2025-12-22,08:56:00,"TOKYO001","R04","T004053",2,"SKU00564","烏龍茶 2個入り","飲料",1,152,0,0.080,12,152,164
2025-12-22,08:56:00,"TOKYO001","R04","T004053",3,"SKU00497","キッチンペーパー 1個","日用品",1,455,0,0.100,46,455,501
2025-12-22,08:56:04,"TOKYO001","R07","T002968",1,"SKU00815","フライドポテト (小)","ホットスナック",1,171,0,0.080,14,171,185
2025-12-22,08:56:04,"TOKYO001","R07","T002968",2,"SKU00292","烏龍茶 500ml","飲料",2,129,0,0.080,21,258,279
2025-12-22,08:56:20,"TOKYO001","R03","T004896",1,"SKU00370","スポーツドリンク 1個","飲料",1,100,20,0.080,6,80,86
2025-12-22,08:56:28,"TOKYO001","R08","T004611",1,"SKU02649","あんパン (大)","ベーカリー",1,125,0,0.080,10,125,135
2025-12-22,08:56:28,"TOKYO001","R08","T004611",2,"SKU01953","歯ブラシ","日用品",1,770,0,0.100,77,770,847
2025-12-22,08:56:28,"TOKYO001","R08","T004611",3,"SKU01460","月刊誌 1個","雑誌・書籍",1,549,0,0.100,55,549,604
2025-12-22,08:56:28,"TOKYO001","R08","T004611",4,"SKU00080","レモンティー 1000ml","飲料",1,167,8,0.080,13,159,172
2025-12-22,08:57:13,"TOKYO001","R04","T003390",1,"SKU02671","ティッシュ ハーフ","日用品",2,645,0,0.100,129,1290,1419
2025-12-22,08:57:13,"TOKYO001","R04","T003390",2,"SKU02444","チューハイ レモン (小)","酒類",1,671,0,0.100,67,671,738
2025-12-22,08:57:13,"TOKYO001","R04","T003390",3,"SKU02477","コーラ 500ml","飲料",1,103,0,0.080,8,103,111
2025-12-22,08:57:34,"TOKYO001","R01","T000204",1,"SKU02865","メロンパン 2個入り","ベーカリー",1,191,0,0.080,15,191,206
2025-12-22,08:57:58,"TOKYO001","R06","T000831",1,"SKU00609","プリン (大)","デザート",1,254,0,0.080,20,254,274
2025-12-22,08:57:58,"TOKYO001","R06","T000831",2,"SKU01137","アメリカンドッグ 1000ml","ホットスナック",2,199,0,0.080,32,398,430
2025-12-22,08:57:58,"TOKYO001","R06","T000831",3,"SKU01721","緑茶","飲料",1,165,0,0.080,13,165,178
2025-12-22,08:57:58,"TOKYO001","R06","T000831",4,"SKU01985","緑茶 2個入り","飲料",1,100,0,0.080,8,100,108
2025-12-22,08:58:02,"TOKYO001","R04","T001205",1,"SKU00331","昆布おにぎり (小)","おにぎり",1,125,0,0.080,10,125,135
2025-12-22,08:58:02,"TOKYO001","R04","T001205",2,"SKU00893","チューハイ ライム ハーフ","酒類",1,395,0,0.100,40,395,435
2025-12-22,08:58:02,"TOKYO001","R04","T001205",3,"SKU00801","ライト 200ml","たばこ",1,631,0,0.100,63,631,694
2025-12-22,08:58:02,"TOKYO001","R04","T001205",4,"SKU01239","アイスコーヒー 200ml","コーヒー",1,158,0,0.080,13,158,171
2025-12-22,08:58:08,"TOKYO001","R07","T002640",1,"SKU02094","ゼリー 200ml","デザート",1,206,0,0.080,16,206,222
2025-12-22,08:58:12,"TOKYO001","R08","T004521",1,"SKU00838","梅おにぎり","おにぎり",1,118,0,0.080,9,118,127
2025-12-22,08:58:16,"TOKYO001","R02","T003718",1,"SKU02489","歯磨き粉 200ml","日用品",1,508,0,0.100,51,508,559
2025-12-22,08:58:16,"TOKYO001","R02","T004543",1,"SKU02055","フライドチキン (大)","ホットスナック",1,333,0,0.080,27,333,360
2025-12-22,08:58:32,"TOKYO001","R08","T003933",1,"SKU02331","クラッカー 1個","スナック菓子",1,142,0,0.080,11,142,153
2025-12-22,08:58:32,"TOKYO001","R08","T003933",2,"SKU01746","あんパン 200ml","ベーカリー",1,177,0,0.080,14,177,191
2025-12-22,08:58:32,"TOKYO001","R08","T003933",3,"SKU02825","チキン南蛮弁当","弁当・惣菜",2,573,0,0.080,92,1146,1238
2025-12-22,08:59:10,"TOKYO001","R06","T003441",1,"SKU01238","カレーパン","ベーカリー",1,201,0,0.080,16,201,217
2025-12-22,08:59:10,"TOKYO001","R06","T003441",2,"SKU02455","チョコアイス 2個入り","アイスクリーム",1,233,0,0.080,19,233,252
2025-12-22,08:59:10,"TOKYO001","R06","T003441",3,"SKU02170","サンドイッチ (小)","弁当・惣菜",2,610,0,0.080,98,1220,1318
2025-12-22,08:59:10,"TOKYO001","R06","T003441",4,"SKU00059","コーラ 200ml","飲料",1,129,0,0.080,10,129,139
2025-12-22,08:59:11,"TOKYO001","R08","T000165",1,"SKU02365","バニラアイス 1個","アイスクリーム",1,201,0,0.080,16,201,217
2025-12-22,08:59:18,"TOKYO001","R02","T000460",1,"SKU01952","コーンスナック (小)","スナック菓子",1,131,0,0.080,10,131,141
2025-12-22,08:59:29,"TOKYO001","R04","T000769",1,"SKU01099","チューハイ ライム 200ml","酒類",1,1386,0,0.100,139,1386,1525
2025-12-22,08:59:29,"TOKYO001","R04","T000769",2,"SKU02609","メンソール (小)","たばこ",1,614,0,0.100,61,614,675
2025-12-22,08:59:29,"TOKYO001","R04","T000769",3,"SKU00421","ワイン ハーフ 1個","酒類",1,1328,0,0.100,133,1328,1461
2025-12-22,08:59:40,"TOKYO001","R07","T001553",1,"SKU01057","ライト (小)","たばこ",1,707,0,0.100,71,707,778
2025-12-22,08:59:40,"TOKYO001","R07","T001553",2,"SKU02398","スポーツドリンク","飲料",1,116,0,0.080,9,116,125
2025-12-22,08:59:40,"TOKYO001","R07","T001553",3,"SKU00802","レモンティー 2個入り","飲料",1,131,0,0.080,10,131,141
2025-12-22,08:59:40,"TOKYO001","R07","T001553",4,"SKU00973","メンソール 1000ml","たばこ",1,779,0,0.100,78,779,857
2025-12-22,08:59:58,"TOKYO001","R02","T002980",1,"SKU02086","プリン 2個入り","デザート",1,158,0,0.080,13,158,171
2025-12-22,08:59:58,"TOKYO001","R02","T002980",2,"SKU02977","フライドチキン 1000ml","ホットスナック",1,154,0,0.080,12,154,166
2025-12-22,08:59:59,"TOKYO001","R01","T004166",1,"SKU02816","レギュラー ハーフ","たばこ",1,697,0,0.100,70,697,767
2025-12-22,08:59:59,"TOKYO001","R01","T004166",2,"SKU01749","ライト 500ml","たばこ",1,652,0,0.100,65,652,717
2025-12-22,09:00:10,"TOKYO001","R04","T004699",1,"SKU01664","バウムクーヘン 1000ml","デザート",1,254,38,0.080,17,216,233
2025-12-22,09:00:12,"TOKYO001","R07","T003409",1,"SKU02470","最中アイス 200ml","アイスクリーム",1,263,0,0.080,21,263,284
2025-12-22,09:00:12,"TOKYO001","R07","T003409",2,"SKU01883","ティッシュ 2個入り","日用品",1,266,0,0.100,27,266,293
2025-12-22,09:00:22,"TOKYO001","R03","T000078",1,"SKU01391","せんべい 200ml","スナック菓子",1,251,0,0.080,20,251,271
2025-12-22,09:01:11,"TOKYO001","R05","T003201",1,"SKU00415","キッチンペーパー 2個入り","日用品",1,146,0,0.100,15,146,161
2025-12-22,09:01:11,"TOKYO001","R05","T003201",2,"SKU02823","洗剤 200ml","日用品",1,531,0,0.100,53,531,584
2025-12-22,09:01:46,"TOKYO001","R08","T004910",1,"SKU02587","レモンティー ハーフ","飲料",1,179,0,0.080,14,179,193
2025-12-22,09:02:22,"TOKYO001","R06","T004379",1,"SKU02456","コーラ","飲料",1,114,17,0.080,8,97,105
2025-12-22,09:02:22,"TOKYO001","R06","T004379",2,"SKU00182","コーヒー飲料","飲料",1,167,17,0.080,12,150,162
2025-12-22,09:02:22,"TOKYO001","R06","T004379",3,"SKU02818","オレンジジュース ハーフ","飲料",1,167,0,0.080,13,167,180
2025-12-22,09:02:31,"TOKYO001","R02","T004519",1,"SKU02572","カップ焼きそば 1個","即席麺",1,264,0,0.080,21,264,285
2025-12-22,09:02:31,"TOKYO001","R02","T004519",2,"SKU01496","コミック (大)","雑誌・書籍",1,894,0,0.100,89,894,983
2025-12-22,09:02:50,"TOKYO001","R06","T002521",1,"SKU00697","パスタサラダ 500ml","弁当・惣菜",2,494,0,0.080,79,988,1067
2025-12-22,09:02:50,"TOKYO001","R06","T002521",2,"SKU01425","ラテ","コーヒー",1,107,0,0.080,9,107,116
2025-12-22,09:02:50,"TOKYO001","R06","T002521",3,"SKU02868","メンソール 200ml","たばこ",2,634,0,0.100,127,1268,1395
2025-12-22,09:02:50,"TOKYO001","R06","T002521",4,"SKU02216","パスタサラダ 1000ml","弁当・惣菜",1,584,0,0.080,47,584,631
2025-12-22,09:02:57,"TOKYO001","R07","T000144",1,"SKU02494","高菜おにぎり 500ml","おにぎり",1,116,12,0.080,8,104,112
2025-12-22,09:03:17,"TOKYO001","R07","T000282",1,"SKU02629","バウムクーヘン 1個","デザート",1,213,21,0.080,15,192,207
2025-12-22,09:03:17,"TOKYO001","R07","T000282",2,"SKU02637","ホットコーヒー 200ml","コーヒー",1,125,0,0.080,10,125,135
2025-12-22,09:03:27,"TOKYO001","R02","T002504",1,"SKU00952","週刊誌 (小)","雑誌・書籍",1,1166,0,0.100,117,1166,1283
2025-12-22,09:03:36,"TOKYO001","R04","T004540",1,"SKU01262","発泡酒 2個入り","酒類",1,1220,0,0.100,122,1220,1342
2025-12-22,09:03:36,"TOKYO001","R04","T004540",2,"SKU02204","レモンティー 1000ml","飲料",1,157,0,0.080,13,157,170
2025-12-22,09:03:37,"TOKYO001","R02","T000290",1,"SKU00376","パスタサラダ 2個入り","弁当・惣菜",1,627,0,0.080,50,627,677
2025-12-22,09:03:40,"TOKYO001","R08","T003613",1,"SKU02742","コーンスナック (大)","スナック菓子",1,179,0,0.080,14,179,193
2025-12-22,09:05:21,"TOKYO001","R02","T003256",1,"SKU00711","ライト 1000ml","たばこ",1,615,0,0.100,62,615,677
2025-12-22,09:05:21,"TOKYO001","R02","T003256",2,"SKU01474","明太子おにぎり (大)","おにぎり",1,145,0,0.080,12,145,157
2025-12-22,09:05:21,"TOKYO001","R02","T003256",3,"SKU01015","ライト (大)","たばこ",1,642,0,0.100,64,642,706
2025-12-22,09:05:42,"TOKYO001","R01","T004644",1,"SKU00852","ライト ハーフ","たばこ",1,661,0,0.100,66,661,727
2025-12-22,09:05:42,"TOKYO001","R01","T004644",2,"SKU00157","月刊誌 500ml","雑誌・書籍",1,502,0,0.100,50,502,552
2025-12-22,09:05:42,"TOKYO001","R01","T004644",3,"SKU00065","幕の内弁当 200ml","弁当・惣菜",1,381,0,0.080,30,381,411
2025-12-22,09:05:42,"TOKYO001","R01","T004644",4,"SKU01795","緑茶 500ml","飲料",1,130,0,0.080,10,130,140
2025-12-22,09:06:01,"TOKYO001","R04","T000202",1,"SKU00161","高菜おにぎり 1000ml","おにぎり",2,174,0,0.080,28,348,376
2025-12-22,09:06:54,"TOKYO001","R07","T004593",1,"SKU02686","スポーツドリンク 500ml","飲料",1,109,0,0.080,9,109,118
2025-12-22,09:07:04,"TOKYO001","R05","T002418",1,"SKU02949","高菜おにぎり","おにぎり",1,185,9,0.080,14,176,190
2025-12-22,09:07:28,"TOKYO001","R04","T002927",1,"SKU02781","ほうじ茶","飲料",1,115,0,0.080,9,115,124
2025-12-22,09:08:08,"TOKYO001","R03","T001797",1,"SKU00705","緑茶 200ml","飲料",1,115,0,0.080,9,115,124
2025-12-22,09:08:11,"TOKYO001","R04","T004729",1,"SKU02068","せんべい (大)","スナック菓子",1,241,0,0.080,19,241,260
2025-12-22,09:08:17,"TOKYO001","R06","T001416",1,"SKU02964","カフェオレ 200ml","コーヒー",1,100,0,0.080,8,100,108
2025-12-22,09:08:23,"TOKYO001","R01","T003763",1,"SKU02836","カップラーメン 味噌 (小)","即席麺",2,155,0,0.080,25,310,335
2025-12-22,09:08:23,"TOKYO001","R01","T003763",2,"SKU01352","アイスバー (大)","アイスクリーム",1,165,0,0.080,13,165,178
2025-12-22,09:08:23,"TOKYO001","R01","T003763",3,"SKU02257","ロールケーキ 1個","デザート",1,158,0,0.080,13,158,171
2025-12-22,09:08:29,"TOKYO001","R07","T004976",1,"SKU02066","缶ビール (大)","酒類",1,273,0,0.100,27,273,300
2025-12-22,09:08:36,"TOKYO001","R07","T001903",1,"SKU01504","唐揚げ弁当 ハーフ","弁当・惣菜",1,781,0,0.080,62,781,843
2025-12-22,09:08:46,"TOKYO001","R02","T002741",1,"SKU02385","幕の内弁当 500ml","弁当・惣菜",1,401,0,0.080,32,401,433
2025-12-22,09:08:46,"TOKYO001","R02","T002741",2,"SKU00188","アイスバー 200ml","アイスクリーム",1,240,0,0.080,19,240,259
