顧客_ID,キャンペーン,$LRP-キャンペーン,ゴールドカード
62555,0,0.469,0
62560,0,0.384,0
62563,1,0.408,0
62572,0,0.323,0
62572,1,0.323,0
62590,0,0.050,0
62597,0,0.024,0
62602,0,0.028,0
62604,0,0.525,0
62617,0,0.477,0
62618,0,0.053,0
62619,0,0.498,0
62621,0,0.327,0
62621,1,0.327,0
62632,0,0.043,0
62636,0,0.026,0
62637,0,0.452,0
62641,0,0.502,0
62668,0,0.054,0
62673,0,0.262,0
62675,0,0.308,0
62675,0,0.308,0
62677,0,0.392,0
62677,0,0.392,0
62678,0,0.064,0
62679,0,0.066,0
62681,0,0.062,0
62688,0,0.274,0
62694,1,0.495,0
62700,0,0.025,0
62713,0,0.414,0
62729,0,0.366,0
62733,0,0.062,0
62738,0,0.050,0
62746,0,0.254,0
62751,0,0.521,0
62758,0,0.427,0
62781,1,0.220,0
62796,0,0.057,0
62847,1,0.330,0
62851,0,0.049,0
62870,0,0.074,0
62876,0,0.347,0
62889,0,0.215,0
62891,1,0.247,1
62898,0,0.502,0
62901,0,0.070,0
62906,0,0.424,1
62908,0,0.029,0
62909,0,0.061,0
62920,0,0.435,0
62920,0,0.435,0
62925,0,0.423,0
62925,0,0.423,0
63151,1,0.448,1
63480,1,0.183,0
63546,1,0.334,0
63788,1,0.273,0
63825,1,0.370,0
64199,1,0.219,0
65108,1,0.391,0
65164,1,0.341,0
66127,1,0.284,0
66358,1,0.213,0
66458,1,0.333,0
66506,1,0.356,0
66515,1,0.334,0
67171,1,0.312,0
67218,1,0.327,0
67280,1,0.462,0
67454,1,0.389,0
68331,1,0.380,0
68548,1,0.391,0
68736,1,0.382,0
68944,1,0.378,0
69582,1,0.286,0
69678,1,0.361,0
70108,1,0.315,0
70138,1,0.389,0
70463,1,0.186,0
70494,1,0.360,0
70695,1,0.315,0
71489,1,0.283,0
71589,1,0.338,0
72675,1,0.352,0
72785,1,0.420,0
72803,1,0.435,0
73172,1,0.264,0
73808,1,0.333,0
74322,1,0.342,0
74784,1,0.467,0
75645,1,0.655,0
75645,1,0.655,0
75799,1,0.218,0
76505,1,0.508,0
76934,1,0.364,0
76967,1,0.468,0
77470,1,0.326,0
77611,1,0.241,0
77855,1,0.423,0
77930,1,0.326,0
78063,1,0.355,0
78066,1,0.343,0
78426,1,0.312,0
79156,1,0.400,0
79321,1,0.370,0
79378,1,0.417,0
79486,1,0.345,0
80546,1,0.472,0
80684,1,0.423,0
80696,1,0.524,0
80855,1,0.438,0
81078,1,0.349,0
81494,1,0.411,0
81695,1,0.574,0
81764,1,0.503,0
81827,1,0.430,0
82418,1,0.642,0
82716,1,0.464,0
83738,1,0.446,0
85769,1,0.483,0
86220,1,0.575,0
86234,1,0.383,0
86252,1,0.284,0
86720,1,0.248,0
87568,1,0.366,0
87708,1,0.311,0
88192,1,0.280,0
88239,1,0.467,0
88834,1,0.200,0
88919,1,0.296,0
88940,1,0.462,0
88966,1,0.396,0
88978,1,0.422,0
89243,1,0.371,0
89562,1,0.462,0
89741,1,0.312,0
89806,1,0.368,0
89893,1,0.381,0
90078,1,0.543,0
90232,1,0.477,0
90506,1,0.325,0
90513,1,0.416,0
90540,1,0.323,0
90740,1,0.619,0
90897,1,0.374,0
91189,1,0.371,0
92374,1,0.432,0
92879,1,0.428,0
93417,1,0.436,0
94064,1,0.407,0
94207,1,0.377,0
94351,1,0.432,0
94611,1,0.400,0
95539,1,0.244,0
96078,1,0.441,0
96646,1,0.501,0
96698,1,0.474,0
96824,1,0.083,0
97003,1,0.430,0
97265,1,0.472,0
97392,1,0.481,0
97727,1,0.393,0
98493,1,0.336,0
99129,1,0.401,0
99369,1,0.438,0
99397,1,0.254,0
99438,1,0.401,0
99565,1,0.408,0
99586,1,0.426,0
99810,1,0.522,1
100756,1,0.485,0
100842,1,0.328,0
101085,1,0.350,0
101196,1,0.491,0
101640,1,0.469,0
102108,1,0.175,0
102721,1,0.359,0
103201,1,0.458,0
103347,1,0.364,0
103582,1,0.367,0
103955,1,0.588,0
104044,1,0.253,0
104188,1,0.402,0
104380,1,0.404,0
104626,1,0.239,0
104959,1,0.446,0
105544,1,0.589,0
105956,1,0.433,0
106489,1,0.453,0
106803,1,0.428,0
107422,1,0.318,0
107507,1,0.437,0
107625,1,0.402,0
107695,1,0.294,0
108631,1,0.555,0
109457,1,0.495,0
109771,1,0.557,0
110018,1,0.411,0
110140,1,0.268,0
110141,1,0.441,0
110175,1,0.524,0
110691,1,0.243,0
111134,1,0.651,0
111233,1,0.473,0
111419,1,0.573,0
112058,1,0.501,0
112070,1,0.634,0
112161,1,0.304,0
112175,1,0.469,0
112590,1,0.453,0
112817,1,0.420,0
112886,1,0.621,0
112934,1,0.677,0
113031,1,0.354,0
113366,1,0.539,0
113685,1,0.500,1
113996,1,0.508,0
114031,1,0.325,0
114039,1,0.464,0
114180,1,0.446,0
114188,1,0.496,0
114417,1,0.558,0
114747,1,0.416,0
115298,1,0.563,0
115571,1,0.306,0
314,0,0.000,0
326,0,0.152,0
329,0,0.020,0
332,0,0.132,0
334,0,0.200,0
339,0,0.000,0
340,0,0.018,0
346,0,0.019,0
353,0,0.009,0
355,0,0.026,0
356,0,0.021,0
379,1,0.000,1
384,0,0.024,0
385,0,0.020,0
395,0,0.009,0
397,0,0.101,0
398,1,0.000,1
440,0,0.198,0
441,0,0.009,0
443,0,0.020,0
446,0,0.185,0
452,1,0.073,0
462,0,0.021,0
464,0,0.151,0
464,0,0.151,0
477,0,0.065,0
482,0,0.016,0
485,0,0.026,0
486,0,0.023,0
499,0,0.160,0
506,0,0.123,0
507,0,0.065,0
516,1,0.000,1
528,0,0.346,0
533,0,0.157,0
540,0,0.010,0
544,0,0.019,0
552,1,0.135,0
552,0,0.135,0
555,0,0.021,0
557,0,0.132,0
560,0,0.109,0
560,0,0.109,0
581,0,0.207,0
607,0,0.116,0
607,0,0.116,0
612,0,0.148,0
625,0,0.017,0
648,1,0.160,0
663,0,0.007,0
665,0,0.102,0
665,0,0.102,0
678,0,0.341,0
679,0,0.116,0
680,0,0.020,0
693,0,0.128,0
696,0,0.100,0
697,0,0.259,0
701,0,0.402,0
703,0,0.141,0
708,0,0.218,0
728,1,0.158,0
730,0,0.173,0
733,1,0.375,0
750,0,0.022,0
770,1,0.176,0
770,0,0.176,0
771,0,0.023,0
778,0,0.020,0
781,1,0.187,0
787,0,0.144,0
789,0,0.164,0
790,1,0.145,0
797,0,0.145,0
807,0,0.000,0
817,1,0.019,1
824,0,0.158,0
844,0,0.134,0
846,0,0.146,0
858,0,0.178,0
859,0,0.171,0
864,1,0.113,1
869,1,0.149,0
884,0,0.015,0
891,0,0.015,0
894,0,0.280,0
894,0,0.280,0
895,0,0.216,0
900,0,0.011,0
924,0,0.022,0
931,0,0.020,0
937,0,0.198,0
944,0,0.166,1
947,0,0.160,0
947,1,0.160,0
953,1,0.154,0
955,0,0.130,0
958,0,0.120,0
969,0,0.081,0
976,0,0.182,0
979,0,0.259,0
980,0,0.086,0
980,0,0.086,0
983,0,0.000,0
984,1,0.133,1
998,0,0.110,0
998,0,0.110,0
1016,0,0.013,0
1020,0,0.022,0
1030,0,0.253,0
1038,1,0.000,1
1040,1,0.022,1
1059,0,0.015,0
1071,0,0.237,0
1071,0,0.237,0
1080,0,0.218,0
1080,0,0.218,0
1104,1,0.168,0
1105,0,0.021,0
1108,0,0.175,0
1110,1,0.229,0
1110,0,0.229,0
1111,0,0.177,0
1118,0,0.009,0
1127,1,0.247,0
1135,0,0.296,0
1149,0,0.199,0
1149,0,0.199,0
1160,0,0.008,0
1164,0,0.019,0
1182,0,0.018,0
1189,0,0.171,0
1189,0,0.171,0
1192,1,0.000,1
1205,1,0.206,0
1210,0,0.242,0
1213,0,0.307,0
1213,0,0.307,0
1237,0,0.010,0
1249,0,0.021,0
1276,0,0.021,0
1295,0,0.021,0
1298,0,0.008,0
1305,0,0.024,0
1307,0,0.000,0
1310,1,0.239,0
1327,0,0.291,0
1327,0,0.291,0
1330,0,0.190,0
1342,1,0.258,0
1344,0,0.187,0
1357,1,0.103,0
1359,0,0.218,0
1360,1,0.215,0
1361,0,0.022,0
1366,0,0.326,0
1389,0,0.022,0
1398,0,0.020,0
1399,0,0.182,0
1400,1,0.150,0
1406,0,0.025,0
1415,1,0.369,0
1428,0,0.205,0
1430,0,0.000,0
1459,0,0.224,0
1471,0,0.190,0
1485,1,0.000,1
1495,0,0.161,0
1500,0,0.015,0
1508,0,0.239,1
1510,0,0.025,0
1537,0,0.027,0
1539,0,0.230,0
1540,0,0.018,0
1549,0,0.212,0
1555,0,0.030,0
1561,0,0.000,0
1564,1,0.131,0
1570,0,0.190,0
1570,1,0.190,0
1580,0,0.025,0
1582,0,0.115,0
1592,0,0.000,0
1607,0,0.154,0
1612,1,0.134,0
1612,0,0.134,0
1622,0,0.169,0
1647,1,0.098,0
1648,0,0.249,0
1655,0,0.182,0
1661,0,0.027,0
1680,0,0.014,0
1681,0,0.000,0
1691,1,0.279,0
1691,0,0.279,0
1714,0,0.188,0
1717,0,0.122,0
1718,1,0.000,1
1727,0,0.022,0
1733,0,0.354,0
1747,1,0.186,0
1747,0,0.186,0
1771,0,0.174,0
1773,0,0.190,0
1773,0,0.190,0
1788,0,0.131,0
1788,0,0.131,0
1792,0,0.208,0
1792,0,0.208,0
1795,0,0.000,0
1799,0,0.025,0
1802,0,0.009,0
1817,0,0.020,0
1820,1,0.267,0
1835,0,0.139,0
1849,0,0.123,0
1850,0,0.022,0
1852,1,0.175,0
1856,0,0.263,0
1857,0,0.018,0
1859,0,0.243,0
1866,0,0.133,0
1871,0,0.000,0
1884,0,0.024,0
1888,0,0.077,0
1916,0,0.241,0
1956,1,0.163,0
1960,0,0.026,0
1974,0,0.159,0
1989,0,0.146,0
1989,0,0.146,0
1991,0,0.014,0
1992,0,0.099,0
1997,0,0.141,0
2000,0,0.324,0
2000,0,0.324,0
2014,0,0.116,0
2033,0,0.018,0
2041,0,0.222,0
2047,0,0.176,0
2047,0,0.176,0
2050,1,0.125,0
2061,0,0.020,0
2066,0,0.318,0
2066,0,0.318,0
2075,0,0.028,0
2082,0,0.157,0
2092,1,0.000,1
2114,0,0.021,0
2119,0,0.449,0
2119,0,0.449,0
2128,0,0.024,0
2147,0,0.021,0
2173,1,0.124,0
2179,0,0.000,0
2196,0,0.149,0
2201,0,0.187,0
2201,1,0.187,0
2208,1,0.245,0
2248,1,0.197,1
2276,0,0.125,0
2290,0,0.164,0
2303,0,0.016,0
2322,0,0.315,0
2327,0,0.195,0
2337,0,0.240,1
2341,0,0.187,0
2348,0,0.024,0
2359,0,0.025,0
2365,1,0.000,1
2366,0,0.012,0
2371,0,0.282,0
2387,0,0.193,0
2389,1,0.165,0
2389,0,0.165,0
2400,1,0.252,0
2404,0,0.243,0
2404,0,0.243,0
2410,0,0.000,0
2417,0,0.185,0
2426,0,0.012,0
2427,0,0.015,0
2476,0,0.059,0
2479,0,0.248,0
2488,0,0.013,0
2491,1,0.245,0
2498,1,0.176,0
2498,0,0.176,0
2506,0,0.248,0
2506,0,0.248,0
2511,0,0.024,0
2521,1,0.184,0
2545,0,0.023,0
2578,0,0.173,0
2601,0,0.017,0
2609,0,0.089,0
2611,1,0.010,1
2620,0,0.187,0
2629,0,0.127,0
2629,1,0.127,0
2648,1,0.248,0
2665,0,0.271,0
2672,0,0.023,0
2673,1,0.424,1
2691,0,0.317,0
2691,1,0.317,0
2701,0,0.313,0
2701,1,0.313,0
2709,1,0.014,1
2712,0,0.179,0
2722,0,0.163,0
2723,0,0.100,0
2724,0,0.145,0
2730,1,0.203,0
2730,0,0.203,0
2734,0,0.150,0
2734,1,0.150,0
2739,0,0.263,0
2748,0,0.029,0
2755,0,0.021,0
2786,0,0.030,0
2794,0,0.196,0
2814,0,0.020,0
2828,0,0.021,0
2852,1,0.000,1
2855,0,0.029,0
2866,0,0.024,0
2870,1,0.000,1
2872,1,0.013,1
2873,0,0.029,0
2883,0,0.328,0
2883,0,0.328,0
2889,0,0.178,0
2889,0,0.178,0
2895,0,0.201,0
2895,1,0.201,0
2896,0,0.026,0
2916,0,0.239,0
2936,1,0.247,0
2937,0,0.153,0
2939,0,0.413,0
2939,1,0.413,0
2951,0,0.013,0
2957,0,0.000,0
2963,0,0.011,0
2971,0,0.185,0
2971,1,0.185,0
2990,0,0.022,0
2991,1,0.137,0
3008,0,0.226,0
3008,1,0.226,0
3010,0,0.181,0
3012,0,0.024,0
3026,0,0.000,0
3036,0,0.109,0
3038,0,0.029,0
3049,0,0.188,0
3064,1,0.205,0
3064,0,0.205,0
3066,1,0.107,0
3082,0,0.187,0
3087,1,0.212,0
3102,0,0.318,0
3102,1,0.318,0
3105,0,0.124,0
3107,0,0.027,0
3109,0,0.013,0
3110,0,0.021,0
3136,0,0.130,0
3142,0,0.253,0
3148,1,0.148,0
3148,0,0.148,0
3170,0,0.013,0
3171,0,0.025,0
3194,0,0.209,0
3203,0,0.025,0
3208,0,0.284,0
3217,0,0.144,0
3217,0,0.144,0
3226,1,0.014,1
3235,0,0.166,0
3236,0,0.151,0
3246,0,0.177,0
3246,1,0.177,0
3251,1,0.024,0
3277,0,0.247,0
3292,0,0.183,0
3292,1,0.183,0
3309,1,0.182,0
3319,0,0.025,0
3322,0,0.027,0
3337,0,0.142,0
3337,0,0.142,0
3340,1,0.000,1
3343,0,0.012,0
3348,0,0.019,0
3355,0,0.000,1
3356,0,0.141,0
3361,0,0.274,0
3362,0,0.206,0
3373,1,0.122,0
3377,0,0.022,0
3386,0,0.126,0
3386,0,0.126,0
3393,1,0.202,0
3401,0,0.000,0
3421,1,0.000,1
3441,0,0.025,0
3470,1,0.205,0
3484,1,0.221,0
3485,0,0.013,0
3490,1,0.172,0
3502,0,0.305,0
3502,1,0.305,0
3512,0,0.143,0
3523,0,0.351,0
3549,0,0.109,0
3549,0,0.109,0
3551,0,0.446,0
3557,1,0.151,0
3561,1,0.345,0
3622,0,0.011,0
3624,0,0.100,0
3631,0,0.150,0
3631,0,0.150,0
3644,0,0.022,0
3646,0,0.024,0
3658,1,0.257,0
3694,1,0.342,0
3711,0,0.308,0
3742,0,0.348,0
3757,0,0.000,0
3758,0,0.185,0
3760,0,0.012,0
3772,0,0.027,0
3779,0,0.000,0
3787,0,0.236,0
3796,1,0.213,0
3796,0,0.213,0
3797,0,0.022,0
3798,0,0.232,0
3798,0,0.232,0
3801,0,0.021,0
3807,0,0.395,0
3807,0,0.395,0
3808,0,0.337,0
3815,0,0.168,0
3815,1,0.168,0
3830,0,0.103,0
3838,1,0.200,0
3844,1,0.224,0
3850,0,0.028,0
3897,0,0.208,0
3905,0,0.259,0
3915,0,0.193,0
3915,1,0.193,0
3939,0,0.024,0
3945,1,0.209,0
3956,0,0.283,0
3957,1,0.273,1
3967,0,0.113,0
3986,0,0.166,0
4013,1,0.123,0
4024,0,0.019,0
4034,0,0.207,0
4035,0,0.204,0
4053,0,0.000,0
4055,0,0.190,1
4061,0,0.198,0
4066,0,0.214,0
4069,1,0.159,1
4069,1,0.159,1
4080,0,0.282,0
4080,0,0.282,0
4085,0,0.308,0
4085,1,0.308,0
4097,1,0.291,0
4104,0,0.027,0
4120,0,0.024,0
4133,1,0.298,0
4137,0,0.177,0
4137,0,0.177,0
4150,0,0.000,0
4155,0,0.103,0
4155,1,0.103,0
4164,0,0.156,0
4176,0,0.160,0
4186,1,0.357,0
4186,0,0.357,0
4190,1,0.235,1
4207,0,0.012,0
4212,0,0.022,0
4234,0,0.323,0
4234,0,0.323,0
4250,0,0.239,0
4250,1,0.239,0
4257,0,0.129,0
4262,0,0.029,0
4275,1,0.229,0
4279,0,0.000,0
4292,0,0.028,0
4295,1,0.178,0
4312,0,0.000,0
4315,0,0.031,0
4317,0,0.176,0
4342,0,0.162,0
4346,0,0.022,0
4355,1,0.000,1
4356,0,0.483,0
4359,0,0.248,0
4362,0,0.024,0
4365,0,0.023,0
4379,0,0.029,0
4386,0,0.185,0
4402,0,0.022,0
4423,0,0.133,0
4429,0,0.157,0
4453,0,0.026,0
4462,0,0.023,0
4464,1,0.105,0
4477,1,0.000,1
4507,0,0.296,0
4510,1,0.190,0
4518,0,0.274,0
4547,1,0.207,0
4547,0,0.207,0
4565,0,0.139,1
4569,0,0.000,0
4573,0,0.330,0
4582,0,0.000,0
4594,0,0.177,0
4618,0,0.000,0
4631,0,0.219,0
4635,0,0.023,0
4638,0,0.024,0
4648,0,0.000,0
4656,0,0.000,0
4658,1,0.011,1
4661,0,0.138,0
4670,0,0.247,0
4670,1,0.247,0
4678,1,0.266,0
4694,0,0.242,0
4695,0,0.331,0
4695,0,0.331,0
4713,0,0.011,0
4718,0,0.144,0
4723,0,0.145,0
4742,0,0.011,0
4748,1,0.000,1
4753,0,0.032,0
4770,0,0.025,0
4778,0,0.013,0
4796,0,0.024,0
4799,0,0.183,0
4810,0,0.251,0
4810,1,0.251,0
4835,0,0.285,0
4841,0,0.029,0
4848,1,0.000,1
4850,0,0.000,0
4856,0,0.022,0
4868,0,0.023,0
4875,1,0.000,1
4878,0,0.408,0
4880,1,0.177,0
4885,1,0.121,0
4891,1,0.160,0
4892,0,0.014,0
4893,1,0.205,0
4898,0,0.119,0
4903,0,0.271,0
4910,0,0.023,0
4922,0,0.032,0
4955,0,0.143,0
4957,0,0.124,0
4968,0,0.225,0
4968,1,0.225,0
4969,0,0.226,0
4969,0,0.226,0
4981,0,0.238,0
4982,1,0.319,0
5002,1,0.187,0
5011,0,0.027,0
5014,0,0.022,0
5028,0,0.020,0
5034,0,0.219,0
5038,1,0.326,0
5038,0,0.326,0
5049,0,0.026,0
5089,1,0.196,1
5090,0,0.286,0
5090,0,0.286,0
5093,0,0.301,0
5100,0,0.018,0
5112,1,0.321,0
5113,0,0.207,0
5126,0,0.024,0
5133,0,0.355,0
5133,0,0.355,0
5199,1,0.216,0
5199,0,0.216,0
5206,0,0.220,0
5210,0,0.127,0
5214,0,0.023,0
5215,0,0.242,0
5227,0,0.186,0
5227,0,0.186,0
5228,0,0.210,0
5229,0,0.258,0
5229,0,0.258,0
5230,0,0.212,0
5232,0,0.202,0
5236,0,0.300,0
5236,0,0.300,0
5246,0,0.000,0
5253,0,0.027,0
5258,0,0.189,0
5288,1,0.170,0
5293,0,0.020,0
5297,0,0.290,0
5307,1,0.110,0
5331,0,0.000,0
5356,1,0.150,0
5371,0,0.202,0
5378,0,0.156,0
5390,0,0.160,0
5392,0,0.028,0
5407,1,0.297,0
5412,0,0.375,0
5413,0,0.272,0
5413,0,0.272,0
5414,0,0.029,0
5421,0,0.134,0
5436,0,0.000,0
5448,1,0.138,0
5451,0,0.198,0
5455,0,0.193,0
5459,1,0.346,0
5467,1,0.206,0
5467,0,0.206,0
5469,1,0.243,0
5475,0,0.025,0
5481,0,0.288,0
5492,0,0.024,0
5496,0,0.369,0
5510,0,0.022,0
5513,0,0.306,0
5529,0,0.030,0
5536,0,0.143,0
5543,0,0.194,0
5543,0,0.194,0
5548,0,0.156,0
5549,0,0.188,0
5575,1,0.231,0
5575,0,0.231,0
5581,0,0.185,1
5581,0,0.185,1
5595,1,0.300,0
5597,0,0.316,0
5597,0,0.316,0
5607,1,0.000,1
5615,1,0.185,1
5618,0,0.199,0
5619,1,0.222,1
5619,1,0.222,1
5620,0,0.124,0
5625,0,0.024,0
5626,0,0.027,0
5643,0,0.318,0
5671,0,0.229,0
5679,0,0.170,0
5687,0,0.027,0
5691,1,0.376,0
5692,0,0.015,0
5711,0,0.151,0
5714,0,0.394,0
5714,1,0.394,0
5725,1,0.344,0
5756,0,0.189,0
5756,1,0.189,0
5767,1,0.000,1
5781,0,0.274,0
5782,0,0.318,0
5782,0,0.318,0
5790,0,0.238,0
5790,1,0.238,0
5791,1,0.210,0
5792,1,0.000,1
5798,0,0.024,0
5810,0,0.345,0
5810,1,0.345,0
5813,0,0.000,0
5825,0,0.024,0
5826,0,0.315,0
5834,0,0.189,0
5839,0,0.029,0
5863,0,0.090,0
5868,1,0.178,1
5876,0,0.150,0
5879,0,0.022,0
5893,0,0.063,0
5897,0,0.107,0
5900,0,0.126,0
5905,0,0.192,0
5924,0,0.357,0
5924,0,0.357,0
5926,1,0.129,0
5927,0,0.000,0
5938,0,0.108,0
5948,1,0.000,1
5954,0,0.030,0
5956,1,0.000,1
5959,1,0.271,0
5964,0,0.027,0
5969,0,0.245,0
5974,0,0.000,0
5981,0,0.304,0
5999,1,0.196,0
6014,1,0.000,1
6016,0,0.026,0
6022,1,0.207,1
6048,0,0.127,0
6065,0,0.257,0
6073,0,0.000,0
6075,1,0.160,0
6075,0,0.160,0
6084,0,0.163,0
6084,0,0.163,0
6088,0,0.031,0
6090,0,0.025,0
6092,0,0.195,0
6103,0,0.374,0
6103,1,0.374,0
6105,0,0.175,0
6122,0,0.281,0
6122,0,0.281,0
6131,0,0.027,0
6132,0,0.171,0
6144,0,0.061,0
6148,0,0.031,0
6175,0,0.210,0
6189,0,0.175,0
6194,1,0.110,0
6197,1,0.340,0
6214,0,0.315,0
6233,1,0.200,0
6234,0,0.344,0
6242,0,0.218,0
6249,0,0.025,0
6253,0,0.031,0
6271,0,0.068,0
6289,0,0.026,0
6290,0,0.277,0
6296,0,0.024,0
6315,0,0.170,0
6316,0,0.167,0
6320,0,0.133,0
6327,1,0.272,0
6329,0,0.193,0
6330,1,0.205,0
6342,0,0.200,0
6362,0,0.255,0
6362,0,0.255,0
6370,0,0.229,0
6378,0,0.000,0
6380,0,0.000,0
6385,0,0.281,0
6385,0,0.281,0
6387,1,0.000,1
6388,0,0.027,0
6394,0,0.032,0
6406,0,0.179,0
6420,0,0.118,0
6423,1,0.184,0
6424,1,0.188,0
6424,0,0.188,0
6435,0,0.309,0
6447,1,0.000,1
6459,0,0.000,0
6464,0,0.029,0
6466,0,0.193,0
6471,1,0.245,0
6474,0,0.028,0
6476,0,0.328,0
6476,1,0.328,0
6480,0,0.012,0
6490,1,0.293,0
6490,0,0.293,0
6494,0,0.031,0
6500,1,0.180,0
6510,1,0.015,1
6521,0,0.025,0
6528,0,0.308,0
6534,0,0.208,0
6539,1,0.012,1
6541,0,0.262,0
6550,0,0.457,0
6555,1,0.210,0
6557,1,0.348,0
6557,0,0.348,0
6565,0,0.263,0
6568,1,0.190,0
6580,0,0.343,0
6581,1,0.158,1
6586,0,0.017,0
6608,1,0.203,0
6608,0,0.203,0
6611,1,0.220,0
6611,0,0.220,0
6617,0,0.252,0
6627,0,0.150,0
6627,0,0.150,0
6632,0,0.398,0
6633,1,0.000,1
6644,0,0.307,0
6644,0,0.307,0
6648,0,0.023,0
6658,0,0.225,0
6662,0,0.194,0
6682,0,0.173,0
6701,0,0.102,1
6713,0,0.000,0
6726,0,0.029,0
6739,0,0.013,0
6740,0,0.031,0
6749,0,0.070,0
6763,0,0.129,0
6766,0,0.026,0
6811,0,0.158,0
6814,0,0.020,0
6820,0,0.029,0
6821,1,0.285,0
6839,0,0.245,1
6841,1,0.205,0
6847,0,0.139,0
6854,0,0.026,0
6856,0,0.165,0
6861,0,0.000,0
6867,1,0.284,0
6867,0,0.284,0
6879,0,0.385,0
6879,0,0.385,0
6887,0,0.025,0
6890,0,0.240,0
6890,0,0.240,0
6899,0,0.024,0
6906,0,0.359,0
6909,0,0.215,0
6910,0,0.130,0
6920,1,0.036,0
6921,0,0.024,0
6922,0,0.233,0
6922,0,0.233,0
6925,0,0.012,0
6936,0,0.023,0
6950,0,0.027,0
6961,1,0.000,1
6964,0,0.014,0
6994,1,0.158,0
6998,0,0.016,0
6999,0,0.173,0
7014,0,0.263,0
7038,1,0.171,0
7039,1,0.162,0
7051,0,0.352,0
7055,0,0.025,0
7072,0,0.000,0
7083,1,0.206,0
7090,0,0.146,0
7092,0,0.028,0
7096,0,0.222,0
7101,0,0.016,0
7124,0,0.026,0
7126,0,0.100,0
7126,0,0.100,0
7143,0,0.329,0
7143,1,0.329,0
7148,0,0.140,0
7149,0,0.195,0
7164,0,0.299,0
7167,1,0.103,0
7169,0,0.258,0
7170,0,0.134,0
7182,0,0.162,0
7185,0,0.407,0
7200,1,0.273,0
7232,0,0.014,0
7253,0,0.208,0
7259,0,0.177,0
7306,0,0.116,0
7317,1,0.161,0
7322,0,0.018,0
7326,0,0.284,0
7329,0,0.139,0
7347,0,0.025,0
7375,0,0.199,0
7386,0,0.153,0
7386,0,0.153,0
7389,1,0.335,0
7408,0,0.205,0
7418,1,0.215,0
7427,0,0.000,0
7441,0,0.214,0
7441,0,0.214,0
7470,0,0.224,0
7474,0,0.073,0
7476,1,0.179,0
7476,0,0.179,0
7481,0,0.025,0
7487,0,0.169,0
7501,0,0.028,0
7521,0,0.022,0
7524,0,0.012,0
7539,0,0.203,0
7546,0,0.190,0
7550,1,0.000,1
7551,0,0.140,0
7556,0,0.292,0
7565,1,0.342,0
7572,1,0.013,1
7581,0,0.026,0
7584,0,0.320,0
7593,0,0.038,0
7605,0,0.237,0
7614,0,0.233,0
7620,0,0.000,0
7623,0,0.012,0
7635,0,0.260,0
7643,0,0.208,0
7655,0,0.030,0
7668,0,0.000,0
7683,1,0.273,0
7697,1,0.327,0
7704,1,0.177,0
7704,0,0.177,0
7714,0,0.142,0
7730,0,0.026,0
7733,0,0.288,0
7736,0,0.192,0
7747,0,0.336,0
7749,0,0.259,0
7754,0,0.238,0
7754,0,0.238,0
7762,0,0.255,0
7767,0,0.010,0
7772,0,0.035,0
7779,0,0.375,0
7779,0,0.375,0
7796,0,0.020,0
7798,0,0.136,0
7799,0,0.019,0
7816,0,0.021,0
7821,0,0.389,0
7831,0,0.294,0
7831,1,0.294,0
7836,1,0.225,0
7838,0,0.024,0
7861,0,0.292,0
7872,0,0.136,0
7906,1,0.000,1
7908,0,0.231,0
7915,0,0.243,0
7922,0,0.146,0
7947,0,0.217,0
7947,0,0.217,0
7980,0,0.022,0
7998,0,0.000,0
8005,0,0.182,0
8007,0,0.397,0
8008,0,0.019,0
8056,0,0.146,0
8056,1,0.146,0
8058,0,0.210,0
8068,1,0.182,0
8072,1,0.147,0
8074,0,0.028,0
8080,0,0.162,0
8080,1,0.162,0
8086,1,0.236,0
8097,0,0.240,0
8099,0,0.146,0
8105,0,0.027,0
8108,1,0.262,0
8108,0,0.262,0
8113,1,0.218,0
8118,0,0.029,0
8124,0,0.231,0
8126,0,0.157,0
8154,0,0.312,0
8158,0,0.174,0
8158,0,0.174,0
8159,0,0.171,0
8162,0,0.264,0
8162,0,0.264,0
8164,0,0.179,0
8182,0,0.028,0
8187,0,0.155,0
8192,1,0.225,0
8203,0,0.031,0
8209,0,0.225,0
8211,1,0.015,1
8214,0,0.138,0
8229,0,0.166,0
8230,0,0.000,0
8236,0,0.000,0
8240,0,0.025,0
8276,0,0.264,0
8276,0,0.264,0
8283,0,0.311,1
8283,0,0.311,1
8284,0,0.245,0
8284,1,0.245,0
8291,0,0.161,0
8301,0,0.186,0
8305,0,0.000,0
8312,0,0.197,1
8325,0,0.082,0
8342,0,0.269,0
8347,0,0.299,0
8347,1,0.299,0
8349,0,0.201,0
8352,0,0.013,0
8355,0,0.014,0
8383,0,0.030,0
8393,0,0.123,0
8402,0,0.190,0
8402,1,0.190,0
8406,0,0.025,0
8408,1,0.000,1
8417,0,0.000,0
8425,0,0.031,0
8444,0,0.000,0
8452,0,0.014,0
8465,0,0.182,0
8465,0,0.182,0
8468,0,0.204,0
8472,0,0.166,0
8477,0,0.024,0
8479,0,0.013,0
8480,0,0.221,0
8484,0,0.026,0
8491,0,0.062,0
8496,0,0.022,0
8505,0,0.146,0
8505,1,0.146,0
8512,1,0.225,0
8514,0,0.154,0
8517,0,0.253,0
8517,0,0.253,0
8537,1,0.180,0
8542,1,0.199,0
8557,1,0.327,0
